code,source_description,orthopedic_subsection,status,wrvu_status,wrvu_missing_reason,work_rvu,total_rvu,global_period_days,estimated_medicare_payment,cms_source_file
25031,"Incision and drainage, forearm and/or wrist; infected bursa",Hand Surgery,already_present,verified,,4.15,10.9,90,364.07,PPRRVU2026_Jul_nonQPP.csv
25035,"Incision, deep, with opening of bone cortex eg, for osteomyelitis or bone abscess), forearm and/or wrist",Hand Surgery,already_present,verified,,7.46,16.87,90,563.47,PPRRVU2026_Jul_nonQPP.csv
25040,"Arthrotomy, radiocarpal or mediocarpal joint, with exploration, drainage, or removal of foreign body",Hand Surgery,already_present,verified,,7.31,15.71,90,524.73,PPRRVU2026_Jul_nonQPP.csv
25065,"Biopsy, soft tissue of forearm and/or wrist; superficial",Hand Surgery,newly_added,verified,,1.99,4.37,10,145.96,PPRRVU2026_Jul_nonQPP.csv
25066,"Biopsy, soft tissue of forearm and/or wrist; deep",Hand Surgery,newly_added,verified,,4.16,10.73,90,358.39,PPRRVU2026_Jul_nonQPP.csv
25075,"Excision, tumor, forearm and/or wrist area; subcutaneous",Hand Surgery,newly_added,verified,,3.86,9.18,90,306.62,PPRRVU2026_Jul_nonQPP.csv
25076,"Excision, tumor, forearm and/or wrist area; deep, subfascial or intramuscular",Hand Surgery,newly_added,verified,,6.57,14.7,90,490.99,PPRRVU2026_Jul_nonQPP.csv
25077,"Radical resection of tumor eg, malignant neoplasm), soft tissue of forearm and/or wrist area",Hand Surgery,newly_added,verified,,12.61,24.87,90,830.68,PPRRVU2026_Jul_nonQPP.csv
25085,"Capsulotomy, wrist eg, for contracture)",Hand Surgery,newly_added,verified,,5.5,12.76,90,426.2,PPRRVU2026_Jul_nonQPP.csv
25100,"Arthrotomy, wrist joint, with biopsy",Hand Surgery,newly_added,verified,,3.92,10.39,90,347.04,PPRRVU2026_Jul_nonQPP.csv
25101,"Arthrotomy, wrist joint; with joint exploration, with or without biopsy, with or without removal of loose",Hand Surgery,newly_added,verified,,4.71,11.74,90,392.13,PPRRVU2026_Jul_nonQPP.csv
25105,"Arthrotomy, wrist joint, with synovectomy",Hand Surgery,newly_added,verified,,5.87,13.9,90,464.27,PPRRVU2026_Jul_nonQPP.csv
25107,"Arthrotomy, distal radioulnar joint for repair of triangular cartilage complex",Hand Surgery,newly_added,verified,,7.51,17.6,90,587.86,PPRRVU2026_Jul_nonQPP.csv
25109,"Excision of tendon, forearm and or wrist, flexor or extensor, each",Hand Surgery,newly_added,verified,,6.77,15.15,90,506.02,PPRRVU2026_Jul_nonQPP.csv
25110,"Excision, lesion of tendon sheath, forearm and/or wrist",Hand Surgery,newly_added,verified,,3.94,10.11,90,337.68,PPRRVU2026_Jul_nonQPP.csv
25111,"Excision of ganglion, wrist (dorsal or volar); primary",Hand Surgery,newly_added,verified,,3.44,9.61,90,320.98,PPRRVU2026_Jul_nonQPP.csv
25112,"Excision of ganglion, wrist (dorsal or volar); recurrent",Hand Surgery,newly_added,verified,,4.55,11.29,90,377.1,PPRRVU2026_Jul_nonQPP.csv
25115,"Radical excision of bursa, synovia of wrist, or forearm tendon sheaths eg, tenosynovitis, fungus, Tbc, or other granulomas, rheumatoid arthritis); flexors",Hand Surgery,newly_added,verified,,9.84,21.06,90,703.42,PPRRVU2026_Jul_nonQPP.csv
25116,"Radical excision of bursa, synovia of wrist, or forearm tendon sheaths eg, tenosynovitis, fungus, Tbc, or other granulomas, rheumatoid arthritis); extensors (with or without transposition of dorsal retinaculum)",Hand Surgery,newly_added,verified,,7.37,17.1,90,571.16,PPRRVU2026_Jul_nonQPP.csv
25118,"Synovectomy, extensor tendon sheath, wrist, single compartment",Hand Surgery,newly_added,verified,,4.4,11.07,90,369.75,PPRRVU2026_Jul_nonQPP.csv
25119,"Synovectomy, extensor tendon sheath, wrist, single compartment; with resection of distal ulna",Hand Surgery,newly_added,verified,,6.05,14.57,90,486.65,PPRRVU2026_Jul_nonQPP.csv
25120,Excision or curettage of bone cyst or benign tumor of radius or ulna (excluding head or neck of radius and,Hand Surgery,newly_added,verified,,6.11,14.23,90,475.29,PPRRVU2026_Jul_nonQPP.csv
25125,Excision or curettage of bone cyst or benign tumor of radius or ulna (excluding head or neck of radius and olecranon process); with auto graft (includes obtaining graft),Hand Surgery,newly_added,verified,,7.48,17.09,90,570.82,PPRRVU2026_Jul_nonQPP.csv
25126,Excision or curettage of bone cyst or benign tumor of radius or ulna (excluding head or neck of radius and olecranon process); with allograft,Hand Surgery,newly_added,verified,,7.55,17.2,90,574.5,PPRRVU2026_Jul_nonQPP.csv
25130,Excision or curettage of bone cyst or benign tumor of carpal bones,Hand Surgery,newly_added,verified,,5.29,12.9,90,430.87,PPRRVU2026_Jul_nonQPP.csv
25135,Excision or curettage of bone cyst or benign tumor of carpal bones; with autograft (includes obtaining,Hand Surgery,newly_added,verified,,6.9,16.2,90,541.09,PPRRVU2026_Jul_nonQPP.csv
25136,Excision or curettage of bone cyst or benign tumor of carpal bones; with allograft,Hand Surgery,newly_added,verified,,5.99,14.47,90,483.31,PPRRVU2026_Jul_nonQPP.csv
25145,"Sequestrectomy eg, for osteomyelitis or bone abscess), forearm and/or wrist",Hand Surgery,newly_added,verified,,6.38,15.04,90,502.35,PPRRVU2026_Jul_nonQPP.csv
25150,"Partial excision (craterization, saucerization or diaphysectomy) of bone eg, for osteomyelitis); ulna",Hand Surgery,newly_added,verified,,7.2,16.01,90,534.75,PPRRVU2026_Jul_nonQPP.csv
25151,"Partial excision (craterization, saucerization or diaphysectomy) of bone eg, for osteomyelitis); radius",Hand Surgery,newly_added,verified,,7.49,16.34,90,545.77,PPRRVU2026_Jul_nonQPP.csv
25170,"Radical resection for tumor, radius or ulna",Hand Surgery,newly_added,verified,,21.65,39.81,90,1329.69,PPRRVU2026_Jul_nonQPP.csv
25210,Carpectomy; one bone,Hand Surgery,already_present,verified,,5.97,13.99,90,467.28,PPRRVU2026_Jul_nonQPP.csv
25215,Carpectomy; all bones of proximal row,Hand Surgery,newly_added,verified,,7.94,17.3,90,577.84,PPRRVU2026_Jul_nonQPP.csv
25230,Radial styloidectomy separate procedure,Hand Surgery,newly_added,verified,,5.24,12.38,90,413.5,PPRRVU2026_Jul_nonQPP.csv
25240,"Excision distal ulna, partial or comlete eg, Darrach type or matched resection)",Hand Surgery,newly_added,verified,,5.18,12.29,90,410.5,PPRRVU2026_Jul_nonQPP.csv
25248,"Exploration with removal of deep foreign body, forearm or wrist",Hand Surgery,newly_added,verified,,5.18,12.22,90,408.16,PPRRVU2026_Jul_nonQPP.csv
25250,Removal of wrist prosthesis; separate procedure,Hand Surgery,newly_added,verified,,6.6,15.38,90,513.71,PPRRVU2026_Jul_nonQPP.csv
25251,"Removal of wrist prosthesis; complicated, including total wrist",Hand Surgery,newly_added,verified,,9.57,20.29,90,677.7,PPRRVU2026_Jul_nonQPP.csv
25259,"Manipulation, wrist, under anesthesia",Hand Surgery,newly_added,verified,,3.94,13.09,90,437.22,PPRRVU2026_Jul_nonQPP.csv
25260,"Repair, tendon or muscle, flexor, forearm and/or wrist; primary, single, each tendon or muscle",Hand Surgery,already_present,verified,,7.84,17.94,90,599.21,PPRRVU2026_Jul_nonQPP.csv
25263,"Repair, tendon or muscle, flexor, forearm and/or wrist; secondary, single, each tendon or muscle",Hand Surgery,already_present,verified,,7.84,18.2,90,607.9,PPRRVU2026_Jul_nonQPP.csv
25265,"Repair, tendon or muscle, flexor, forearm and/or wrist; secondary, with free graft (includes obtaining",Hand Surgery,already_present,verified,,9.85,20.6,90,688.06,PPRRVU2026_Jul_nonQPP.csv
25270,"Repair, tendon or muscle, extensor, forearm and/or wrist; primary, single, each tendon or muscle",Hand Surgery,already_present,verified,,6.02,14.1,90,470.95,PPRRVU2026_Jul_nonQPP.csv
25272,"Repair, tendon or muscle, extensor, forearm and/or wrist; secondary, single, each tendon or muscle",Hand Surgery,already_present,verified,,7.03,16.04,90,535.75,PPRRVU2026_Jul_nonQPP.csv
25274,"Repair, tendon or muscle, extensor, secondary, with tendon graft (includes obtaining graft), forearm",Hand Surgery,already_present,verified,,8.72,18.44,90,615.91,PPRRVU2026_Jul_nonQPP.csv
25275,"Repair, tendon sheath, extensor, forearm and or wrist, with free graft includes graft harvest",Hand Surgery,already_present,verified,,8.74,18.68,90,623.93,PPRRVU2026_Jul_nonQPP.csv
25280,"Lengthening or shortening of flexor or extensor tendon, forearm and/or wrist, single, each tendon",Hand Surgery,newly_added,verified,,7.21,15.94,90,532.41,PPRRVU2026_Jul_nonQPP.csv
25290,"Tenotomy, open flexor or extensor tendon, forearm and/or wrist, single, each tendon",Hand Surgery,newly_added,verified,,5.29,12.41,90,414.51,PPRRVU2026_Jul_nonQPP.csv
25295,"Tenolysis, flexor or extensor tendon, forearm and/or wrist, single, each tendon",Hand Surgery,newly_added,verified,,6.55,14.88,90,497.01,PPRRVU2026_Jul_nonQPP.csv
25300,Tenodesis at wrist; flexors of fingers,Hand Surgery,newly_added,verified,,8.79,19.65,90,656.33,PPRRVU2026_Jul_nonQPP.csv
25301,Tenodesis at wrist; extensors of fingers,Hand Surgery,newly_added,verified,,8.38,17.94,90,599.21,PPRRVU2026_Jul_nonQPP.csv
25310,"Tendon transplantation or transfer, flexor or extensor, forearm and/or wrist, single; each tendon",Hand Surgery,already_present,verified,,8.78,20.01,90,668.35,PPRRVU2026_Jul_nonQPP.csv
25312,"Tendon transplantation or transfer, flexor or extensor, forearm and/or wrist, single; with tendon graft",Hand Surgery,newly_added,verified,,9.57,19.88,90,664.01,PPRRVU2026_Jul_nonQPP.csv
25315,"Flexor origin slide eg, for cerebral palsy, Volkmann contracture), forearm and/or wrist",Hand Surgery,newly_added,verified,,10.41,21.58,90,720.79,PPRRVU2026_Jul_nonQPP.csv
25316,"Flexor origin slide for cerebral palsy, forearm and/or wrist; with tendon transfer",Hand Surgery,newly_added,verified,,12.58,25.47,90,850.72,PPRRVU2026_Jul_nonQPP.csv
25320,"Capsulorrhaphy or reconstruction, wrist, any method eg, capsulodesis, ligament repair, tendon transfer",Hand Surgery,already_present,verified,,12.43,27.77,90,927.54,PPRRVU2026_Jul_nonQPP.csv
25332,"Arthroplasty, wrist",Hand Surgery,newly_added,verified,,11.45,23.2,90,774.9,PPRRVU2026_Jul_nonQPP.csv
25335,"Centralization of wrist on ulna eg, radial club hand)",Hand Surgery,newly_added,verified,,13.06,26.19,90,874.77,PPRRVU2026_Jul_nonQPP.csv
25337,Reconstruction of unstable distal radioulnar joint,Hand Surgery,already_present,verified,,11.44,24.8,90,828.34,PPRRVU2026_Jul_nonQPP.csv
25350,"Osteotomy, radius; distal third",Hand Surgery,newly_added,verified,,8.86,18.77,90,626.93,PPRRVU2026_Jul_nonQPP.csv
25355,"Osteotomy, radius; middle or proximal third",Hand Surgery,newly_added,verified,,10.27,21.51,90,718.45,PPRRVU2026_Jul_nonQPP.csv
25360,Osteotomy; ulna,Hand Surgery,newly_added,verified,,8.52,18.26,90,609.9,PPRRVU2026_Jul_nonQPP.csv
25365,Osteotomy; radius and ulna,Hand Surgery,newly_added,verified,,12.59,25.48,90,851.05,PPRRVU2026_Jul_nonQPP.csv
25370,"Multiple osteotomies, with realignment on intramedullary rod (Sofield type procedure); radius OR ulna",Hand Surgery,newly_added,verified,,13.75,28.16,90,940.57,PPRRVU2026_Jul_nonQPP.csv
25375,"Multiple osteotomies, with realignment on intramedullary rod (Sofield type procedure); radius AND ulna",Hand Surgery,newly_added,verified,,13.21,26.44,90,883.12,PPRRVU2026_Jul_nonQPP.csv
25390,"Osteoplasty, radius OR ulna; shortening",Hand Surgery,newly_added,verified,,10.43,21.1,90,704.76,PPRRVU2026_Jul_nonQPP.csv
25391,"Osteoplasty, radius OR ulna; lengthening with autograft",Hand Surgery,newly_added,verified,,13.92,27.52,90,919.19,PPRRVU2026_Jul_nonQPP.csv
25392,"Osteoplasty, radius AND ulna; shortening (excluding 64876)",Hand Surgery,newly_added,verified,,14.22,27.97,90,934.22,PPRRVU2026_Jul_nonQPP.csv
25393,"Osteoplasty, carpal bone, shortening",Hand Surgery,newly_added,verified,,16.15,30.93,90,1033.09,PPRRVU2026_Jul_nonQPP.csv
25400,"Repair of nonunion or malunion, radius OR ulna; without graft eg, compression technique)",Hand Surgery,newly_added,verified,,11.0,22.07,90,737.16,PPRRVU2026_Jul_nonQPP.csv
25405,"Repair of nonunion or malunion, radius OR ulna; with iliac or other autograft (includes obtaining graft)",Hand Surgery,newly_added,verified,,14.63,28.12,90,939.23,PPRRVU2026_Jul_nonQPP.csv
25415,"Repair of nonunion or malunion, radius AND ulna; without graft eg, compression technique, etc)",Hand Surgery,newly_added,verified,,13.46,26.81,90,895.48,PPRRVU2026_Jul_nonQPP.csv
25420,"Repair of nonunion or malunion, radius AND ulna; with iliac or other autograft (includes obtaining graft)",Hand Surgery,newly_added,verified,,16.61,31.99,90,1068.49,PPRRVU2026_Jul_nonQPP.csv
25425,Repair of defect with autograft; radius OR ulna,Hand Surgery,newly_added,verified,,13.38,26.68,90,891.14,PPRRVU2026_Jul_nonQPP.csv
25426,Repair of defect with autograft; radius AND ulna,Hand Surgery,newly_added,verified,,16.04,30.75,90,1027.08,PPRRVU2026_Jul_nonQPP.csv
25430,Insertion vascular pedicle into carpal bone,Hand Surgery,newly_added,verified,,9.47,20.82,90,695.41,PPRRVU2026_Jul_nonQPP.csv
25431,"Repair of carpal bone nonunion other than scaphoid, each, including graft and fixation",Hand Surgery,already_present,verified,,10.62,22.12,90,738.83,PPRRVU2026_Jul_nonQPP.csv
25440,"Repair of nonunion, scaphoid navicular bone, with or without radial styloidectomy (includes obtaining",Hand Surgery,already_present,verified,,10.41,21.1,90,704.76,PPRRVU2026_Jul_nonQPP.csv
25441,"Arthroplasty with prosthetic replacement, distal radius",Hand Surgery,newly_added,verified,,12.96,26.02,90,869.09,PPRRVU2026_Jul_nonQPP.csv
25442,"Arthroplasty with prosthetic replacement, distal ulna",Hand Surgery,newly_added,verified,,10.84,22.17,90,740.5,PPRRVU2026_Jul_nonQPP.csv
25443,"Arthroplasty with prosthetic replacement, scaphoid",Hand Surgery,newly_added,verified,,10.39,22.08,90,737.49,PPRRVU2026_Jul_nonQPP.csv
25444,"Arthroplasty with prosthetic replacement, lunate",Hand Surgery,newly_added,verified,,11.13,22.74,90,759.54,PPRRVU2026_Jul_nonQPP.csv
25445,"Arthroplasty with prosthetic replacement, trapezium",Hand Surgery,newly_added,verified,,9.63,19.88,90,664.01,PPRRVU2026_Jul_nonQPP.csv
25446,Arthroplasty with prosthetic replacement; distal radius and partial or entire carpus (total wrist),Hand Surgery,newly_added,verified,,16.87,31.49,90,1051.79,PPRRVU2026_Jul_nonQPP.csv
25447,"Interposition arthroplasty, intercarpal or carpometacarpal joints",Hand Surgery,newly_added,verified,,10.24,22.27,90,743.84,PPRRVU2026_Jul_nonQPP.csv
25449,"Revision of arthroplasty, including removal of implant, wrist joint",Hand Surgery,newly_added,verified,,14.57,27.91,90,932.22,PPRRVU2026_Jul_nonQPP.csv
25450,Epiphyseal arrest by epiphysiodesis or stapling; distal radius OR ulna,Hand Surgery,newly_added,verified,,7.86,17.67,90,590.19,PPRRVU2026_Jul_nonQPP.csv
25455,Epiphyseal arrest by epiphysiodesis or stapling; distal radius AND ulna,Hand Surgery,newly_added,verified,,9.47,20.7,90,691.4,PPRRVU2026_Jul_nonQPP.csv
25490,"Prophylactic treatment (nailing, pinning, plating or wiring) with or without methyl methacrylate; radius",Hand Surgery,newly_added,verified,,9.49,20.32,90,678.71,PPRRVU2026_Jul_nonQPP.csv
25491,"Prophylactic treatment (nailing, pinning, plating or wiring) with or without methyl methacrylate; ulna",Hand Surgery,newly_added,verified,,9.9,20.8,90,694.74,PPRRVU2026_Jul_nonQPP.csv
25492,"Prophylactic treatment (nailing, pinning, plating or wiring) with or without methyl methacrylate; radius",Hand Surgery,newly_added,verified,,12.34,25.25,90,843.37,PPRRVU2026_Jul_nonQPP.csv
25500,Closed treatment of radial shaft fracture; without manipulation,Hand Surgery,already_present,verified,,2.54,9.78,90,326.66,PPRRVU2026_Jul_nonQPP.csv
25505,Closed treatment of radial shaft fracture; with manipulation,Hand Surgery,already_present,verified,,5.31,17.67,90,590.19,PPRRVU2026_Jul_nonQPP.csv
25515,"Open treatment of radial shaft fracture, with or without internal or external fixation",Hand Surgery,already_present,verified,,8.58,18.98,90,633.95,PPRRVU2026_Jul_nonQPP.csv
25520,"Closed treatment of radial shaft fracture, with dislocation of distal radioulnar joint (Galeazzi fracture/dislocation)",Hand Surgery,already_present,verified,,6.34,19.06,90,636.62,PPRRVU2026_Jul_nonQPP.csv
25525,"Open treatment of radial shaft fracture, with internal and/or external fixation and closed treatment of dislocation of distal radioulnar joint (Galeazzi fracture/dislocation), with or without percutaneous skeletal",Hand Surgery,already_present,verified,,10.29,22.06,90,736.82,PPRRVU2026_Jul_nonQPP.csv
25526,"Open treatment of radial shaft fracture, with internal and/or external fixation and open treatment, with or without internal or external fixation of distal radioulnar joint (Galeazzi fracture/dislocation), includes",Hand Surgery,already_present,verified,,12.82,26.8,90,895.14,PPRRVU2026_Jul_nonQPP.csv
25530,Closed treatment of ulnar shaft fracture; without manipulation,Hand Surgery,already_present,verified,,2.18,9.04,90,301.94,PPRRVU2026_Jul_nonQPP.csv
25535,Closed treatment of ulnar shaft fracture; with manipulation,Hand Surgery,already_present,verified,,5.23,16.41,90,548.11,PPRRVU2026_Jul_nonQPP.csv
25545,"Open treatment of ulnar shaft fracture, with or without internal or external fixation",Hand Surgery,already_present,verified,,7.74,17.81,90,594.87,PPRRVU2026_Jul_nonQPP.csv
25560,Closed treatment of radial and ulnar shaft fractures; without manipulation,Hand Surgery,already_present,verified,,2.53,9.94,90,332.0,PPRRVU2026_Jul_nonQPP.csv
25565,Closed treatment of radial and ulnar shaft fractures; with manipulation,Hand Surgery,already_present,verified,,5.7,18.67,90,623.59,PPRRVU2026_Jul_nonQPP.csv
25574,"Open treatment of radial and ulnar shaft fractures, with internal or external fixation; of radius OR ulna",Hand Surgery,already_present,verified,,8.58,19.19,90,640.96,PPRRVU2026_Jul_nonQPP.csv
25575,"Open treatment of radial and ulnar shaft fractures, with internal or external fixation; of radius AND ulna",Hand Surgery,already_present,verified,,11.98,25.32,90,845.71,PPRRVU2026_Jul_nonQPP.csv
25600,"Closed treatment of distal radial fracture eg, Colles or Smith type) or epiphyseal separation, with or",Hand Surgery,already_present,verified,,2.71,11.54,90,385.45,PPRRVU2026_Jul_nonQPP.csv
25605,"Closed treatment of distal radial fracture eg, Colles or Smith type) or epiphyseal separation, with or",Hand Surgery,already_present,verified,,6.09,19,90,634.62,PPRRVU2026_Jul_nonQPP.csv
25606,Percutaneous fixation distal radius fracture or epiphyseal separation,Hand Surgery,already_present,verified,,8.1,19.21,90,641.63,PPRRVU2026_Jul_nonQPP.csv
25607,"Open treatment of extraarticular distal radial fracture or epiphyseal separation, with or without fracture",Hand Surgery,already_present,verified,,9.32,20.88,90,697.41,PPRRVU2026_Jul_nonQPP.csv
25608,Open treatment of intraarticular distal radial fracture or epiphyseal separation with internal fixation of,Hand Surgery,already_present,verified,,10.79,23.11,90,771.89,PPRRVU2026_Jul_nonQPP.csv
25609,Open treatment of intraarticular distal radial fracture or epiphyseal separation with internal fixation of,Hand Surgery,already_present,verified,,14.02,28.99,90,968.29,PPRRVU2026_Jul_nonQPP.csv
25622,Closed treatment of carpal scaphoid navicular fracture; without manipulation,Hand Surgery,already_present,verified,,2.72,10.5,90,350.71,PPRRVU2026_Jul_nonQPP.csv
25624,Closed treatment of carpal scaphoid navicular fracture; with manipulation,Hand Surgery,already_present,verified,,4.65,16.44,90,549.11,PPRRVU2026_Jul_nonQPP.csv
25628,"Open treatment of carpal scaphoid navicular fracture, with or without internal or external fixation",Hand Surgery,already_present,verified,,9.43,20.03,90,669.02,PPRRVU2026_Jul_nonQPP.csv
25630,"Closed treatment of carpal bone fracture (excluding carpal scaphoid navicular); without manipulation,",Hand Surgery,already_present,verified,,2.95,10.33,90,345.03,PPRRVU2026_Jul_nonQPP.csv
25635,"Closed treatment of carpal bone fracture (excluding carpal scaphoid navicular); with manipulation, each",Hand Surgery,already_present,verified,,4.49,15.59,90,520.72,PPRRVU2026_Jul_nonQPP.csv
25645,"Open treatment of carpal bone fracture (excluding carpal scaphoid navicular), each bone",Hand Surgery,already_present,verified,,7.23,16.35,90,546.1,PPRRVU2026_Jul_nonQPP.csv
25650,Closed treatment of ulnar styloid fracture,Hand Surgery,newly_added,verified,,3.15,9.73,90,324.99,PPRRVU2026_Jul_nonQPP.csv
25651,Percutaneous fixation ulnar styloid fracture,Hand Surgery,already_present,verified,,5.67,14.18,90,473.62,PPRRVU2026_Jul_nonQPP.csv
25652,Open treatment ulnar styloid fracture,Hand Surgery,already_present,verified,,7.86,17.69,90,590.86,PPRRVU2026_Jul_nonQPP.csv
25660,"Closed treatment of radiocarpal or intercarpal dislocation, one or more bones, with manipulation",Hand Surgery,newly_added,verified,,4.86,13.35,90,445.9,PPRRVU2026_Jul_nonQPP.csv
25670,"Open treatment of radiocarpal or intercarpal dislocation, one or more bones",Hand Surgery,already_present,verified,,7.89,17.37,90,580.17,PPRRVU2026_Jul_nonQPP.csv
25671,Percutaneous fixation distal radioulnar dislocation,Hand Surgery,already_present,verified,,6.3,15.65,90,522.72,PPRRVU2026_Jul_nonQPP.csv
25675,Closed treatment of distal radioulnar dislocation with manipulation,Hand Surgery,newly_added,verified,,4.77,14.65,90,489.32,PPRRVU2026_Jul_nonQPP.csv
25676,"Open treatment of distal radioulnar dislocation, acute or chronic",Hand Surgery,already_present,verified,,8.08,17.82,90,595.2,PPRRVU2026_Jul_nonQPP.csv
25680,"Closed treatment of trans‐scaphoperilunar type of fracture dislocation, with manipulation",Hand Surgery,newly_added,verified,,6.07,15.54,90,519.05,PPRRVU2026_Jul_nonQPP.csv
25685,Open treatment of trans‐scaphoperilunar type of fracture dislocation,Hand Surgery,already_present,verified,,9.84,20.7,90,691.4,PPRRVU2026_Jul_nonQPP.csv
25690,"Closed treatment of lunate dislocation, with manipulation",Hand Surgery,newly_added,verified,,5.58,14.44,90,482.31,PPRRVU2026_Jul_nonQPP.csv
25695,Open treatment of lunate dislocation,Hand Surgery,already_present,verified,,8.3,17.99,90,600.88,PPRRVU2026_Jul_nonQPP.csv
25800,"Arthrodesis, wrist joint (including radiocarpal and/or ulnocarpal fusion); without bone graft",Hand Surgery,newly_added,verified,,9.82,20.16,90,673.36,PPRRVU2026_Jul_nonQPP.csv
25805,"Arthrodesis, wrist joint (including radiocarpal and/or ulnocarpal fusion); with sliding graft",Hand Surgery,newly_added,verified,,11.44,23.72,90,792.27,PPRRVU2026_Jul_nonQPP.csv
25810,"Arthrodesis, wrist joint (including radiocarpal and/or ulnocarpal fusion); with iliac or other autograft",Hand Surgery,newly_added,verified,,11.65,23.77,90,793.94,PPRRVU2026_Jul_nonQPP.csv
25820,Intercarpal fusion; without bone graft,Hand Surgery,newly_added,verified,,7.45,18.42,90,615.24,PPRRVU2026_Jul_nonQPP.csv
25825,Intercarpal fusion; with autograft (includes obtaining graft),Hand Surgery,newly_added,verified,,9.45,22.27,90,743.84,PPRRVU2026_Jul_nonQPP.csv
25830,Arthrodesis and resection of radioulnar joint,Hand Surgery,newly_added,verified,,10.61,29.06,90,970.63,PPRRVU2026_Jul_nonQPP.csv
25900,"Amputation, forearm, through radius and ulna",Hand Surgery,already_present,verified,,9.37,20.06,90,670.02,PPRRVU2026_Jul_nonQPP.csv
25905,"Amputation, forearm, through radius and ulna; open, circular (guillotine)",Hand Surgery,newly_added,verified,,9.35,19.76,90,660.0,PPRRVU2026_Jul_nonQPP.csv
25907,"Amputation, forearm, through radius and ulna; secondary closure or scar revision",Hand Surgery,newly_added,verified,,7.89,17.53,90,585.52,PPRRVU2026_Jul_nonQPP.csv
25909,"Amputation, forearm, through radius and ulna; reamputation",Hand Surgery,newly_added,verified,,9.08,19.34,90,645.97,PPRRVU2026_Jul_nonQPP.csv
25915,Krukenberg procedure,Hand Surgery,newly_added,verified,,17.08,31.72,90,1059.48,PPRRVU2026_Jul_nonQPP.csv
25920,Disarticulation through wrist,Hand Surgery,newly_added,verified,,8.8,20.88,90,697.41,PPRRVU2026_Jul_nonQPP.csv
25922,Disarticulation through wrist; secondary closure or scar revision,Hand Surgery,newly_added,verified,,7.46,18.68,90,623.93,PPRRVU2026_Jul_nonQPP.csv
25924,Disarticulation through wrist; reamputation,Hand Surgery,newly_added,verified,,8.59,20.41,90,681.71,PPRRVU2026_Jul_nonQPP.csv
25927,Transmetacarpal amputation,Hand Surgery,newly_added,verified,,8.86,25.15,90,840.03,PPRRVU2026_Jul_nonQPP.csv
25929,Transmetacarpal amputation; secondary closure or scar revision,Hand Surgery,newly_added,verified,,7.62,17.12,90,571.82,PPRRVU2026_Jul_nonQPP.csv
25931,Transmetacarpal amputation; reamputation,Hand Surgery,newly_added,verified,,7.84,23.42,90,782.25,PPRRVU2026_Jul_nonQPP.csv
25999,"Unlisted procedure, forearm or wrist",Hand Surgery,newly_added,no_work_rvu,"CMS source lists zero work RVU; likely unlisted, contractor-priced, add-on/global indicator, or non-valued",0.0,0.0,90,0,PPRRVU2026_Jul_nonQPP.csv
26010,Drainage of finger abscess; simple,Hand Surgery,already_present,verified,,1.55,11.23,10,375.09,PPRRVU2026_Jul_nonQPP.csv
26011,"Drainage of finger abscess; complicated eg, felon, etc)",Hand Surgery,already_present,verified,,2.18,15.48,10,517.05,PPRRVU2026_Jul_nonQPP.csv
26020,"Drainage of tendon sheath, one digit and/or palm",Hand Surgery,already_present,verified,,6.67,15.93,90,532.08,PPRRVU2026_Jul_nonQPP.csv
26025,"Drainage of palmar bursa; single, ulnar or radial",Hand Surgery,already_present,verified,,4.95,12.11,90,404.48,PPRRVU2026_Jul_nonQPP.csv
26030,Drainage of palmar bursa; multiple or complicated,Hand Surgery,already_present,verified,,6.09,13.95,90,465.94,PPRRVU2026_Jul_nonQPP.csv
26034,"Incision, deep, with opening of bone cortex eg, for osteomyelitis or bone abscess), hand or finger",Hand Surgery,already_present,verified,,6.46,15.75,90,526.06,PPRRVU2026_Jul_nonQPP.csv
26035,"Decompression fingers and/or hand, injection injury eg, grease gun, etc)",Hand Surgery,already_present,verified,,11.09,24.41,90,815.32,PPRRVU2026_Jul_nonQPP.csv
26037,"Decompressive fasciotomy, hand (excludes 26035)",Hand Surgery,already_present,verified,,7.38,15.78,90,527.07,PPRRVU2026_Jul_nonQPP.csv
26040,"Fasciotomy, palmar, for Dupuytrens contracture; closed (subcutaneous)",Hand Surgery,already_present,verified,,3.37,9.24,90,308.62,PPRRVU2026_Jul_nonQPP.csv
26045,"Fasciotomy, palmar, for Dupuytrens contracture; open, partial",Hand Surgery,already_present,verified,,5.59,13.57,90,453.25,PPRRVU2026_Jul_nonQPP.csv
26055,"Tendon sheath incision eg, for trigger finger)",Hand Surgery,already_present,verified,,3.03,18.85,90,629.61,PPRRVU2026_Jul_nonQPP.csv
26060,"Tenotomy, subcutaneous, single, each digit",Hand Surgery,already_present,verified,,2.84,7.29,90,243.49,PPRRVU2026_Jul_nonQPP.csv
26070,"Arthrotomy, for infection, with exploration, drainage or removal of foreign body; carpometacarpal joint",Hand Surgery,already_present,verified,,3.71,9.37,90,312.97,PPRRVU2026_Jul_nonQPP.csv
26075,"Arthrotomy, for infection, with exploration, drainage or removal of foreign body; metacarpophalangeal",Hand Surgery,already_present,verified,,3.81,9.88,90,330.0,PPRRVU2026_Jul_nonQPP.csv
26080,"Arthrotomy, for infection, with exploration, drainage or removal of foreign body; interphalangeal joint, each",Hand Surgery,already_present,verified,,4.36,11.61,90,387.78,PPRRVU2026_Jul_nonQPP.csv
