code,source_description,orthopedic_subsection,status,wrvu_status,wrvu_missing_reason,work_rvu,total_rvu,global_period_days,estimated_medicare_payment,cms_source_file
17271,"Destruction, malignant lesion e.g. laser surgery, cryosurgery, chemosurgery, curettage hands; lesion diameter 0.6 to 1.0 cm",Hand Surgery,already_present,verified,,1.5,4.86,10,162.33,PPRRVU2026_Jul_nonQPP.csv
17272,"Destruction, malignant lesion e.g. laser surgery, cryosurgery, chemosurgery, curettage hands; lesion",Hand Surgery,already_present,verified,,1.77,5.49,10,183.37,PPRRVU2026_Jul_nonQPP.csv
17273,"Destruction, malignant lesion e.g. laser surgery, cryosurgery, chemosurgery, curettage hands; lesion",Hand Surgery,already_present,verified,,2.05,6.11,10,204.08,PPRRVU2026_Jul_nonQPP.csv
17274,"Destruction, malignant lesion e.g. laser surgery, cryosurgery, chemosurgery, curettage hands; lesion",Hand Surgery,already_present,verified,,2.57,7.16,10,239.15,PPRRVU2026_Jul_nonQPP.csv
17276,"Destruction, malignant lesion e.g. laser surgery, cryosurgery, chemosurgery, curettage hands; lesion",Hand Surgery,already_present,verified,,3.17,8.36,10,279.23,PPRRVU2026_Jul_nonQPP.csv
20000,"Incision of soft tissue abscess eg, secondary to osteomyelitis); superficial",Hand Surgery,newly_added,not_found_deleted_inactive,"Code is absent from current CMS RVU26C non-QPP source; likely deleted, inactive, or not valued in MPFS",0.0,0.0,0,0,
20005,"Incision of soft tissue abscess eg, secondary to osteomyelitis); deep or complicated",Hand Surgery,newly_added,not_found_deleted_inactive,"Code is absent from current CMS RVU26C non-QPP source; likely deleted, inactive, or not valued in MPFS",0.0,0.0,0,0,
20103,Exploration of penetrating extremity wound separate procedure,Hand Surgery,newly_added,verified,,5.21,9.48,10,316.64,PPRRVU2026_Jul_nonQPP.csv
20150,"Excision of epiphyseal bar, with or without autogenous soft tissue graft obtained through the same fascial",Hand Surgery,already_present,verified,,14.38,27.57,90,920.86,PPRRVU2026_Jul_nonQPP.csv
20200,"Biopsy, muscle; superficial",Hand Surgery,already_present,verified,,1.42,7.24,0,241.82,PPRRVU2026_Jul_nonQPP.csv
20205,"Biopsy, muscle; deep",Hand Surgery,already_present,verified,,2.29,10.14,0,338.69,PPRRVU2026_Jul_nonQPP.csv
20240,Bone biopsy; superficial,Hand Surgery,already_present,verified,,2.54,3.79,0,126.59,PPRRVU2026_Jul_nonQPP.csv
20245,Bone biopsy; deep,Hand Surgery,already_present,verified,,5.85,9.08,0,303.28,PPRRVU2026_Jul_nonQPP.csv
20501,Injection of sinus tract; diagnostic (sinogram),Hand Surgery,already_present,verified,,0.74,4.06,0,135.61,PPRRVU2026_Jul_nonQPP.csv
20520,Removal of foreign body in muscle or tendon sheath; simple,Hand Surgery,already_present,verified,,1.85,6.88,10,229.8,PPRRVU2026_Jul_nonQPP.csv
20525,Removal of foreign body in muscle or tendon sheath; deep or complicated,Hand Surgery,already_present,verified,,3.45,14.88,10,497.01,PPRRVU2026_Jul_nonQPP.csv
20526,"Injection, therapeutic; carpal tunnel",Hand Surgery,already_present,verified,,0.92,2.64,0,88.18,PPRRVU2026_Jul_nonQPP.csv
20550,"Injection, tendon sheath, ligament, trigger points or ganglion cyst",Hand Surgery,already_present,verified,,0.73,1.81,0,60.46,PPRRVU2026_Jul_nonQPP.csv
20551,"Injection, therapeutic; single tendon origin or insertion",Hand Surgery,already_present,verified,,0.73,1.81,0,60.46,PPRRVU2026_Jul_nonQPP.csv
20600,"Arthrocentesis, aspiration and/or injection; small joint, bursa or ganglion cyst eg, fingers, toes)",Hand Surgery,already_present,verified,,0.64,1.68,0,56.11,PPRRVU2026_Jul_nonQPP.csv
20605,"Arthrocentesis, aspiration and/or injection; intermediate joint, bursa or ganglion cyst eg,",Hand Surgery,already_present,verified,,0.66,1.71,0,57.12,PPRRVU2026_Jul_nonQPP.csv
20610,"Arthrocentesis, aspiration and/or injection; major joint or bursa eg, shoulder, hip, knee joint, subacromial bursa)",Hand Surgery,already_present,verified,,0.77,2.06,0,68.81,PPRRVU2026_Jul_nonQPP.csv
20612,Aspiration or injection ganglion cyst,Hand Surgery,already_present,verified,,0.68,2.03,0,67.8,PPRRVU2026_Jul_nonQPP.csv
20615,Aspiration or injection bone cyst,Hand Surgery,already_present,verified,,2.27,7.47,10,249.5,PPRRVU2026_Jul_nonQPP.csv
20650,"Insertion of wire or pin with application of skeletal traction, including removal separate procedure",Hand Surgery,already_present,verified,,2.22,7.47,10,249.5,PPRRVU2026_Jul_nonQPP.csv
20670,"Removal of implant; superficial, eg, buried wire, pin or rod) separate procedure removal hardware",Hand Surgery,already_present,verified,,1.75,11.09,10,370.42,PPRRVU2026_Jul_nonQPP.csv
20680,"Removal of implant; deep, eg, buried wire, pin, screw, metal band, nail, rod or plate) removal of",Hand Surgery,already_present,verified,,5.81,18.92,90,631.95,PPRRVU2026_Jul_nonQPP.csv
20690,"Application of a uniplane (pins or wires in one plane), unilateral, external fixation system",Hand Surgery,already_present,verified,,8.56,16.34,90,545.77,PPRRVU2026_Jul_nonQPP.csv
20692,"Application of a multiplane (pins or wires in more than one plane), unilateral, external fixation system eg,",Hand Surgery,already_present,verified,,15.86,31.35,90,1047.12,PPRRVU2026_Jul_nonQPP.csv
20693,"Adjustment or revision of external fixation system requiring anesthesia eg, new pin or wire and/or new",Hand Surgery,already_present,verified,,5.91,12.87,90,429.87,PPRRVU2026_Jul_nonQPP.csv
20694,"Removal, under anesthesia, of external fixation system",Hand Surgery,already_present,verified,,4.17,13.83,90,461.93,PPRRVU2026_Jul_nonQPP.csv
20802,"Replantation, arm (includes surgical neck of humerus through elbow joint); complete amputation",Hand Surgery,newly_added,verified,,41.55,73.42,90,2452.29,PPRRVU2026_Jul_nonQPP.csv
20805,"Replantation, forearm (includes radius and ulna to radial carpal joint); complete amputation",Hand Surgery,newly_added,verified,,50.17,86.8,90,2899.2,PPRRVU2026_Jul_nonQPP.csv
20808,"Replantation, hand (includes hand through metacarpophalangeal joints); complete amputation",Hand Surgery,newly_added,verified,,61.51,104.17,90,3479.37,PPRRVU2026_Jul_nonQPP.csv
20816,"Replantation, digit, excluding thumb (includes metacarpophalangeal joint to insertion of flexor sublimis",Hand Surgery,newly_added,verified,,31.15,54.96,90,1835.71,PPRRVU2026_Jul_nonQPP.csv
20822,"Replantation, digit, excluding thumb (includes distal tip to sublimis tendon insertion); complete",Hand Surgery,newly_added,verified,,25.99,47.98,90,1602.58,PPRRVU2026_Jul_nonQPP.csv
20824,"Replantation, thumb (includes carpometacarpal joint to MP joint); complete amputation",Hand Surgery,newly_added,verified,,31.15,55.12,90,1841.06,PPRRVU2026_Jul_nonQPP.csv
20827,"Replantation, thumb (includes distal tip to MP joint); complete amputation",Hand Surgery,newly_added,verified,,26.79,49.21,90,1643.66,PPRRVU2026_Jul_nonQPP.csv
20900,"Bone graft, any donor area; minor or small eg, dowel or button)",Hand Surgery,already_present,verified,,2.93,11.92,0,398.14,PPRRVU2026_Jul_nonQPP.csv
20902,"Bone graft, any donor area; major or large",Hand Surgery,already_present,verified,,4.47,7.24,0,241.82,PPRRVU2026_Jul_nonQPP.csv
20910,Cartilage graft; costochondral,Hand Surgery,already_present,verified,,5.39,13.89,90,463.94,PPRRVU2026_Jul_nonQPP.csv
20920,Fascia lata graft; by stripper,Hand Surgery,already_present,verified,,5.37,10.71,90,357.72,PPRRVU2026_Jul_nonQPP.csv
20922,"Fascia lata graft; by incision and area exposure, complex or sheet",Hand Surgery,already_present,verified,,6.76,19.68,90,657.33,PPRRVU2026_Jul_nonQPP.csv
20924,"Tendon graft, from a distance eg, palmaris, toe extensor, plantaris)",Hand Surgery,already_present,verified,,6.51,14.07,90,469.95,PPRRVU2026_Jul_nonQPP.csv
20926,"Tissue grafts, other eg, paratenon, fat, dermis, etc)",Hand Surgery,already_present,not_found_deleted_inactive,"Code is absent from current CMS RVU26C non-QPP source; likely deleted, inactive, or not valued in MPFS",3.45,0,0,0,
20950,"Monitoring of interstitial fluid pressure (includes insertion of device eg, wick catheter technique, needle",Hand Surgery,newly_added,verified,,1.23,2.5,0,83.5,PPRRVU2026_Jul_nonQPP.csv
20955,Bone graft with microvascular anastomosis; fibula,Hand Surgery,newly_added,verified,,39.25,67.9,90,2267.92,PPRRVU2026_Jul_nonQPP.csv
20956,Bone graft with microvascular anastomosis; metatarsal,Hand Surgery,newly_added,verified,,40.15,70.52,90,2355.43,PPRRVU2026_Jul_nonQPP.csv
20962,Bone graft with microvascular anastomosis; other bone graft,Hand Surgery,newly_added,verified,,38.23,72.7,90,2428.25,PPRRVU2026_Jul_nonQPP.csv
20969,"Free osteocutaneous flap with microvascular anastomosis, other than iliac crest, rib, metatarsal, or great",Hand Surgery,newly_added,verified,,44.29,69.53,90,2322.36,PPRRVU2026_Jul_nonQPP.csv
20970,Free osteocutaneous flap with microvascular anastomosis; iliac crest,Hand Surgery,newly_added,verified,,43.47,76.07,90,2540.81,PPRRVU2026_Jul_nonQPP.csv
20972,Free osteocutaneous flap with microvascular anastomosis; metatarsal,Hand Surgery,newly_added,verified,,43.4,75.8,90,2531.79,PPRRVU2026_Jul_nonQPP.csv
20973,Free osteocutaneous flap with microvascular anastomosis; great toe with web space,Hand Surgery,newly_added,verified,,46.09,79.95,90,2670.4,PPRRVU2026_Jul_nonQPP.csv
23930,"Incision deep, with opening of bone cortex; elbow or upper arm",Hand Surgery,newly_added,verified,,2.92,6.14,10,205.08,PPRRVU2026_Jul_nonQPP.csv
23931,Incision and drainage elbow bursa,Hand Surgery,newly_added,verified,,1.79,4.75,10,158.65,PPRRVU2026_Jul_nonQPP.csv
24000,"Arthrotomy, elbow, for infection, with exploration, drainage or removal of foreign body",Hand Surgery,newly_added,verified,,5.93,13.81,90,461.27,PPRRVU2026_Jul_nonQPP.csv
24006,"Arthrotomy of the elbow, with capsular excision for capsular release separate procedure",Hand Surgery,already_present,verified,,9.5,19.89,90,664.34,PPRRVU2026_Jul_nonQPP.csv
24065,"Biopsy, soft tissue of upper arm or elbow area; superficial",Hand Surgery,newly_added,verified,,2.08,4.45,10,148.63,PPRRVU2026_Jul_nonQPP.csv
24066,"Biopsy, soft tissue of upper arm or elbow area; deep",Hand Surgery,newly_added,verified,,5.22,12.45,90,415.84,PPRRVU2026_Jul_nonQPP.csv
24075,Excision subcutaneous soft tissue tumor; upper arm or elbow,Hand Surgery,newly_added,verified,,4.13,9.6,90,320.65,PPRRVU2026_Jul_nonQPP.csv
24076,"Excision, tumor, upper arm or elbow area; deep, subfascial or intramuscular",Hand Surgery,newly_added,verified,,7.22,15.6,90,521.05,PPRRVU2026_Jul_nonQPP.csv
24077,Radical resection of tumor; upper arm or elbow,Hand Surgery,newly_added,verified,,15.33,28.68,90,957.94,PPRRVU2026_Jul_nonQPP.csv
24100,"Arthrotomy, elbow; with synovial biopsy only",Hand Surgery,newly_added,verified,,4.94,12.31,90,411.17,PPRRVU2026_Jul_nonQPP.csv
24101,"Arthrotomy, elbow; with joint exploration, with or without biopsy, with or without removal of loose or",Hand Surgery,already_present,verified,,6.14,14.45,90,482.64,PPRRVU2026_Jul_nonQPP.csv
24102,"Arthrotomy, elbow, with synovectomy",Hand Surgery,already_present,verified,,8.05,17.33,90,578.84,PPRRVU2026_Jul_nonQPP.csv
24105,"Excision, olecranon bursa",Hand Surgery,already_present,verified,,3.69,10.72,90,358.06,PPRRVU2026_Jul_nonQPP.csv
24110,Excision or curettage of bone cyst or benign tumor; humerus,Hand Surgery,newly_added,verified,,7.39,16.95,90,566.15,PPRRVU2026_Jul_nonQPP.csv
24115,Excision or curettage of bone cyst or benign tumor; humerus; with autograft includes graft harvest,Hand Surgery,newly_added,verified,,9.87,20.75,90,693.07,PPRRVU2026_Jul_nonQPP.csv
24116,Excision or curettage of bone cyst or benign tumor; humerus; with allograft,Hand Surgery,newly_added,verified,,11.92,23.89,90,797.95,PPRRVU2026_Jul_nonQPP.csv
24120,Excision or curettage of bone cyst or benign tumor; radial head or neck or olecranon process,Hand Surgery,newly_added,verified,,6.65,15.19,90,507.36,PPRRVU2026_Jul_nonQPP.csv
24125,Excision or curettage of bone cyst or benign tumor; radial head or neck or olecranon process; with autograft includes graft harvest,Hand Surgery,newly_added,verified,,7.94,17.8,90,594.54,PPRRVU2026_Jul_nonQPP.csv
24126,Excision or curettage of bone cyst or benign tumor; radial head or neck or olecranon process; with allograft,Hand Surgery,newly_added,verified,,8.4,18.49,90,617.58,PPRRVU2026_Jul_nonQPP.csv
24130,Radial head excision,Hand Surgery,newly_added,verified,,6.26,14.53,90,485.32,PPRRVU2026_Jul_nonQPP.csv
24134,"Sequetrestomy, shaft or distal humerus",Hand Surgery,newly_added,verified,,9.96,21.05,90,703.09,PPRRVU2026_Jul_nonQPP.csv
24136,"Sequetrestomy, radial head or neck",Hand Surgery,newly_added,verified,,8.19,17.98,90,600.55,PPRRVU2026_Jul_nonQPP.csv
24138,"Sequetrestomy, olecranon process",Hand Surgery,newly_added,verified,,8.29,19.79,90,661.0,PPRRVU2026_Jul_nonQPP.csv
24140,"Partial excision, humerus",Hand Surgery,newly_added,verified,,9.31,19.64,90,655.99,PPRRVU2026_Jul_nonQPP.csv
24145,"Partial excision, radial head or neck",Hand Surgery,newly_added,verified,,7.61,16.95,90,566.15,PPRRVU2026_Jul_nonQPP.csv
24147,"Partial excision, olecranon process",Hand Surgery,newly_added,verified,,7.64,17.86,90,596.54,PPRRVU2026_Jul_nonQPP.csv
24149,"Radical resection of capsule, soft tissue and heterotopic bone, elbow, with contracture release",Hand Surgery,newly_added,verified,,15.81,32.64,90,1090.21,PPRRVU2026_Jul_nonQPP.csv
24150,"Radical resection for tumor, shaft or distal humerus",Hand Surgery,newly_added,verified,,22.87,41.83,90,1397.16,PPRRVU2026_Jul_nonQPP.csv
24151,"Radical resection for tumor, shaft or distal humerus, with autograft, including graft harvest",Hand Surgery,newly_added,not_found_deleted_inactive,"Code is absent from current CMS RVU26C non-QPP source; likely deleted, inactive, or not valued in MPFS",0.0,0.0,0,0,
24152,"Radical resection for tumor, radial head or neck",Hand Surgery,newly_added,verified,,19.49,36.65,90,1224.14,PPRRVU2026_Jul_nonQPP.csv
24153,"Radical resection for tumor, radial head or neck, with autograft, including graft harvest",Hand Surgery,newly_added,not_found_deleted_inactive,"Code is absent from current CMS RVU26C non-QPP source; likely deleted, inactive, or not valued in MPFS",0.0,0.0,0,0,
24155,Resection of elbow joint arthrectomy,Hand Surgery,newly_added,verified,,11.79,23.69,90,791.27,PPRRVU2026_Jul_nonQPP.csv
24160,"Implant removal, elbow joint",Hand Surgery,newly_added,verified,,18.16,34.38,90,1148.32,PPRRVU2026_Jul_nonQPP.csv
24164,"Implant removal, radial head",Hand Surgery,newly_added,verified,,9.75,20.43,90,682.38,PPRRVU2026_Jul_nonQPP.csv
24200,"Removal of foreign body; elbow or upper arm, subcutaneous",Hand Surgery,already_present,verified,,1.76,4.29,10,143.29,PPRRVU2026_Jul_nonQPP.csv
24201,"Removal of foreign body; elbow or upper arm, deep",Hand Surgery,already_present,verified,,4.58,11.75,90,392.46,PPRRVU2026_Jul_nonQPP.csv
24300,Manipulation; elbow; under anesthesia,Hand Surgery,newly_added,verified,,3.94,13.36,90,446.24,PPRRVU2026_Jul_nonQPP.csv
24301,"Muscle or tendon transfer, any type, upper arm or elbow, single",Hand Surgery,already_present,verified,,10.12,20.98,90,700.75,PPRRVU2026_Jul_nonQPP.csv
24305,"Tendon lengthening, upper arm or elbow, single, each",Hand Surgery,already_present,verified,,7.43,16.19,90,540.76,PPRRVU2026_Jul_nonQPP.csv
24310,"Tenotomy, open elbow to shoulder, single, each",Hand Surgery,already_present,verified,,5.97,13.24,90,442.23,PPRRVU2026_Jul_nonQPP.csv
24320,"Tenoplasty, with muscle transfer, with or without free graft, elbow to shoulder, single (Seddon‐ Brookes",Hand Surgery,already_present,verified,,10.59,21.84,90,729.48,PPRRVU2026_Jul_nonQPP.csv
24330,"Flexor‐plasty, elbow, eg, Steindler type advancement)",Hand Surgery,newly_added,verified,,9.55,20.27,90,677.04,PPRRVU2026_Jul_nonQPP.csv
24331,"Flexor‐plasty, elbow, eg, Steindler type advancement); with extensor advancement",Hand Surgery,newly_added,verified,,10.68,21.98,90,734.15,PPRRVU2026_Jul_nonQPP.csv
24332,"Tenolysis, triceps",Hand Surgery,already_present,verified,,7.71,17.66,90,589.86,PPRRVU2026_Jul_nonQPP.csv
24340,"Tenodesis of biceps tendon at elbow, separate procedure",Hand Surgery,already_present,verified,,7.88,17.47,90,583.51,PPRRVU2026_Jul_nonQPP.csv
24341,"Repair, tendon or muscle, upper arm or elbow, each",Hand Surgery,already_present,verified,,9.25,21.2,90,708.1,PPRRVU2026_Jul_nonQPP.csv
24342,"Reinsertion of ruptured biceps tendon, distal, with or without tendon graft (includes obtaining graft)",Hand Surgery,already_present,verified,,10.59,21.44,90,716.12,PPRRVU2026_Jul_nonQPP.csv
24343,"Repair lateral collateral ligament, elbow, with local tissue",Hand Surgery,already_present,verified,,8.93,20.26,90,676.7,PPRRVU2026_Jul_nonQPP.csv
24344,"Repair lateral collateral ligament, elbow, with tendon graft, including graft harvest",Hand Surgery,already_present,verified,,14.83,30.85,90,1030.42,PPRRVU2026_Jul_nonQPP.csv
24345,"Repair medial collateral ligament, elbow, with local tissue",Hand Surgery,already_present,verified,,8.93,20.2,90,674.7,PPRRVU2026_Jul_nonQPP.csv
24346,"Repair medial collateral ligament, elbow, with tendon graft, including graft harvest",Hand Surgery,already_present,verified,,14.83,30.85,90,1030.42,PPRRVU2026_Jul_nonQPP.csv
24357,Percutaneous medial or lateral epicondyle tenotomy,Hand Surgery,already_present,verified,,5.3,11.51,90,384.44,PPRRVU2026_Jul_nonQPP.csv
24358,Medial or lateral epicondyle debridement,Hand Surgery,already_present,verified,,6.49,14.97,90,500.01,PPRRVU2026_Jul_nonQPP.csv
24359,Medial or lateral epicondyle debridement with tendon repair or reattachment,Hand Surgery,already_present,verified,,8.76,18.47,90,616.91,PPRRVU2026_Jul_nonQPP.csv
24360,"Arthroplasty, elbow, with membrane or fascia",Hand Surgery,newly_added,verified,,12.35,25.08,90,837.69,PPRRVU2026_Jul_nonQPP.csv
24361,"Arthroplasty, elbow, with distal humeral prosthetic replacement",Hand Surgery,newly_added,verified,,14.05,27.86,90,930.55,PPRRVU2026_Jul_nonQPP.csv
24362,"Arthroplasty, elbow, with implant and fascia lata ligament reconstruction",Hand Surgery,newly_added,verified,,14.94,29.22,90,975.97,PPRRVU2026_Jul_nonQPP.csv
24363,"Arthroplasty, elbow, with distal humeral and proximal ulnar prosthetic replacement; total elbow",Hand Surgery,newly_added,verified,,21.45,38.94,90,1300.63,PPRRVU2026_Jul_nonQPP.csv
24365,"Arthroplasty, radial head",Hand Surgery,newly_added,verified,,8.4,18.13,90,605.56,PPRRVU2026_Jul_nonQPP.csv
24366,"Arthroplasty, radial head, with implant",Hand Surgery,newly_added,verified,,9.13,19.02,90,635.29,PPRRVU2026_Jul_nonQPP.csv
24495,"Decompression fasciotomy, forearm, with brachial artery exploration",Hand Surgery,newly_added,verified,,8.2,27.14,90,906.5,PPRRVU2026_Jul_nonQPP.csv
24500,Closed treatment of humeral shaft fracture; without manipulation,Hand Surgery,already_present,verified,,3.32,12.43,90,415.17,PPRRVU2026_Jul_nonQPP.csv
24505,"Closed treatment of humeral shaft fracture; with manipulation, with or without skeletal traction",Hand Surgery,already_present,verified,,5.26,17.43,90,582.18,PPRRVU2026_Jul_nonQPP.csv
24515,"Open treatment of humeral shaft fracture, with plate/screws, with or without cerclage",Hand Surgery,already_present,verified,,11.82,24.62,90,822.33,PPRRVU2026_Jul_nonQPP.csv
24516,Treatment of humeral shaft fracture with insertion of intramedullary implant with or without cerclage or locking screws,Hand Surgery,already_present,verified,,11.89,23.88,90,797.61,PPRRVU2026_Jul_nonQPP.csv
24530,"Closed treatment of supracondylar or transcondylar humeral fracture, with or without intercondylar",Hand Surgery,already_present,verified,,3.6,13,90,434.21,PPRRVU2026_Jul_nonQPP.csv
24535,"Closed treatment of supracondylar or transcondylar humeral fracture, with or without intercondylar extension; with manipulation, with or without skin or skeletal traction",Hand Surgery,already_present,verified,,6.93,20.66,90,690.06,PPRRVU2026_Jul_nonQPP.csv
24538,"Percutaneous skeletal fixation of supracondylar or transcondylar humeral fracture, with or without",Hand Surgery,already_present,verified,,9.53,22.51,90,751.85,PPRRVU2026_Jul_nonQPP.csv
24545,"Open treatment of humeral supracondylar or transcondylar fracture, with or without internal or external",Hand Surgery,already_present,verified,,12.82,25.76,90,860.41,PPRRVU2026_Jul_nonQPP.csv
24546,"Open treatment of humeral supracondylar or transcondylar fracture, with or without internal or external",Hand Surgery,already_present,verified,,14.54,28.55,90,953.6,PPRRVU2026_Jul_nonQPP.csv
24560,"Closed treatment of humeral epicondylar fracture, medial or lateral; without manipulation",Hand Surgery,already_present,verified,,2.91,11.7,90,390.79,PPRRVU2026_Jul_nonQPP.csv
24565,"Closed treatment of humeral epicondylar fracture, medial or lateral; with manipulation",Hand Surgery,already_present,verified,,5.64,18.01,90,601.55,PPRRVU2026_Jul_nonQPP.csv
24566,"Percutaneous treatment of humeral epicondylar fracture, medial or lateral, with manipulation",Hand Surgery,already_present,verified,,8.83,20.68,90,690.73,PPRRVU2026_Jul_nonQPP.csv
24575,"Open treatment of humeral epicondylar fracture, medial or lateral, with or without internal or external",Hand Surgery,already_present,verified,,9.47,20.8,90,694.74,PPRRVU2026_Jul_nonQPP.csv
24576,"Closed treatment of humeral condylar fracture, medial or lateral; without manipulation",Hand Surgery,already_present,verified,,2.98,12.27,90,409.83,PPRRVU2026_Jul_nonQPP.csv
24577,"Closed treatment of humeral condylar fracture, medial or lateral; with manipulation",Hand Surgery,already_present,verified,,5.86,18.5,90,617.92,PPRRVU2026_Jul_nonQPP.csv
24579,"Open treatment of humeral condylar fracture, medial or lateral, with or without internal or external",Hand Surgery,already_present,verified,,11.15,23.36,90,780.25,PPRRVU2026_Jul_nonQPP.csv
24582,"Percutaneous treatment of humeral condylar fracture, medial or lateral, with manipulation",Hand Surgery,already_present,verified,,9.89,23.44,90,782.92,PPRRVU2026_Jul_nonQPP.csv
24586,Open treatment of periarticular fracture and/or dislocation of the elbow (fracture distal humerus and,Hand Surgery,already_present,verified,,15.39,29.62,90,989.33,PPRRVU2026_Jul_nonQPP.csv
24587,Open treatment of periarticular fracture and/or dislocation of the elbow (fracture distal humerus and proximal ulna and/or proximal radius); with implant arthroplasty,Hand Surgery,newly_added,verified,,15.4,29.92,90,999.35,PPRRVU2026_Jul_nonQPP.csv
24600,Treatment of closed elbow dislocation; without anesthesia,Hand Surgery,already_present,verified,,4.26,14.27,90,476.63,PPRRVU2026_Jul_nonQPP.csv
24605,Treatment of closed elbow dislocation; requiring anesthesia,Hand Surgery,already_present,verified,,5.5,14.35,90,479.3,PPRRVU2026_Jul_nonQPP.csv
24615,Open treatment of acute or chronic elbow dislocation,Hand Surgery,already_present,verified,,9.58,19.9,90,664.68,PPRRVU2026_Jul_nonQPP.csv
24620,Closed treatment of Monteggia type elbow fracture dislocation radial head fracture with proximal ulna,Hand Surgery,already_present,verified,,7.04,17,90,567.82,PPRRVU2026_Jul_nonQPP.csv
24635,"Open treatment of Monteggia type of fracture dislocation at elbow (fracture proximal end of ulna with dislocation of radial head), with or without internal or external fixation",Hand Surgery,already_present,verified,,8.58,19.16,90,639.96,PPRRVU2026_Jul_nonQPP.csv
24640,"Closed treatment of radial head subluxation in child, nursemaid elbow, with manipulation",Hand Surgery,newly_added,verified,,1.22,2.14,10,71.48,PPRRVU2026_Jul_nonQPP.csv
24650,Closed treatment of radial head or neck fracture; without manipulation,Hand Surgery,already_present,verified,,2.25,9.03,90,301.61,PPRRVU2026_Jul_nonQPP.csv
24655,Closed treatment of radial head or neck fracture; with manipulation,Hand Surgery,already_present,verified,,4.5,15.95,90,532.74,PPRRVU2026_Jul_nonQPP.csv
24665,"Open treatment of radial head or neck fracture, with or without internal fixation or radial head excision",Hand Surgery,already_present,verified,,8.15,18.63,90,622.26,PPRRVU2026_Jul_nonQPP.csv
24666,"Open treatment of radial head or neck fracture, with or without internal fixation or radial head excision; with radial head prosthetic replacement",Hand Surgery,already_present,verified,,9.61,20.51,90,685.05,PPRRVU2026_Jul_nonQPP.csv
24670,"Closed treatment of ulnar fracture, proximal end (olecranon process); without manipulation",Hand Surgery,already_present,verified,,2.62,10.08,90,336.68,PPRRVU2026_Jul_nonQPP.csv
24675,"Closed treatment of ulnar fracture, proximal end (olecranon process); with manipulation",Hand Surgery,already_present,verified,,4.79,15.47,90,516.71,PPRRVU2026_Jul_nonQPP.csv
24685,"Open treatment of ulnar fracture proximal end (olecranon process), with or without internal or external",Hand Surgery,already_present,verified,,8.16,18.63,90,622.26,PPRRVU2026_Jul_nonQPP.csv
24800,"Arthrodesis, elbow joint; with or without local autograft or allograft",Hand Surgery,newly_added,verified,,11.12,23.38,90,780.91,PPRRVU2026_Jul_nonQPP.csv
24802,"Arthrodesis, elbow joint; with autograft (includes obtaining graft other than locally obtained)",Hand Surgery,newly_added,verified,,13.96,27.74,90,926.54,PPRRVU2026_Jul_nonQPP.csv
24900,"Amputation, arm through humerus; with primary closure",Hand Surgery,newly_added,verified,,9.93,21.56,90,720.12,PPRRVU2026_Jul_nonQPP.csv
24920,"Amputation, arm through humerus; open, circular (guillotine)",Hand Surgery,newly_added,verified,,9.88,20.57,90,687.06,PPRRVU2026_Jul_nonQPP.csv
24925,"Amputation, arm through humerus; secondary closure or scar revision",Hand Surgery,newly_added,verified,,7.12,16.33,90,545.44,PPRRVU2026_Jul_nonQPP.csv
24930,Transhumeral re‐amputation,Hand Surgery,newly_added,verified,,10.56,21.62,90,722.13,PPRRVU2026_Jul_nonQPP.csv
24931,Transhumeral amputation with implant,Hand Surgery,newly_added,verified,,13.1,25.69,90,858.07,PPRRVU2026_Jul_nonQPP.csv
24935,"Stump elongation, upper extremity",Hand Surgery,newly_added,verified,,16.04,34.05,90,1137.3,PPRRVU2026_Jul_nonQPP.csv
24940,"Cineplasty, upper extremity, complete procedure",Hand Surgery,newly_added,no_work_rvu,"CMS source lists zero work RVU; likely unlisted, contractor-priced, add-on/global indicator, or non-valued",0.0,0.0,90,0,PPRRVU2026_Jul_nonQPP.csv
24999,"Unlisted procedure, upper extremity",Hand Surgery,newly_added,no_work_rvu,"CMS source lists zero work RVU; likely unlisted, contractor-priced, add-on/global indicator, or non-valued",0.0,0.0,90,0,PPRRVU2026_Jul_nonQPP.csv
25000,"Tendon sheath incision; at radial styloid eg, for deQuervains disease)",Hand Surgery,newly_added,verified,,3.46,10.19,90,340.36,PPRRVU2026_Jul_nonQPP.csv
25001,"Incision, flexor tendon sheath, wrist",Hand Surgery,newly_added,verified,,3.7,10.22,90,341.36,PPRRVU2026_Jul_nonQPP.csv
25020,"Decompression fasciotomy, forearm and/or wrist; flexor or extensor compartment",Hand Surgery,already_present,verified,,5.91,21.61,90,721.79,PPRRVU2026_Jul_nonQPP.csv
25023,"Decompression fasciotomy, forearm and/or wrist; with debridement of nonviable muscle and/or nerve",Hand Surgery,already_present,verified,,13.48,37.84,90,1263.89,PPRRVU2026_Jul_nonQPP.csv
25024,"Decompression fasciotomy,forearm and or wrist, flexor and extensor compartments, without",Hand Surgery,already_present,verified,,10.52,21.76,90,726.8,PPRRVU2026_Jul_nonQPP.csv
25025,"Decompression fasciotomy,forearm and or wrist, flexor and extensor compartments, with debridement",Hand Surgery,already_present,verified,,17.49,33.66,90,1124.27,PPRRVU2026_Jul_nonQPP.csv
25028,"Incision and drainage, forearm and/or wrist; deep abscess or hematoma",Hand Surgery,already_present,verified,,5.26,20.6,90,688.06,PPRRVU2026_Jul_nonQPP.csv
