surface,code,modifier,wrvu,location
index_specs,01214,,0.0,Anesthesiology[29]
index_specs,01400,,0.0,Anesthesiology[30]
index_specs,01402,,0.0,Anesthesiology[31]
index_specs,01480,,0.0,Anesthesiology[32]
index_specs,01630,,0.0,Anesthesiology[33]
index_specs,01710,,0.0,Anesthesiology[34]
index_specs,01810,,0.0,Anesthesiology[35]
index_specs,01920,,0.0,Anesthesiology[36]
index_specs,01924,,0.0,Anesthesiology[37]
index_specs,01960,,0.0,Anesthesiology[38]
index_specs,01961,,0.0,Anesthesiology[39]
index_specs,01967,,0.0,Anesthesiology[40]
index_specs,01968,,0.0,Anesthesiology[41]
index_specs,01990,,0.0,Anesthesiology[42]
decision_tree,49505,,,char:992
decision_tree,49507,,,char:1183
decision_tree,49500,,,char:1381
decision_tree,49650,,,char:1614
decision_tree,49651,,,char:1783
decision_tree,49520,,,char:2048
decision_tree,49521,,,char:2221
decision_tree,49651,,,char:2499
decision_tree,49651,,,char:2657
decision_tree,49550,,,char:3102
decision_tree,49553,,,char:3279
decision_tree,49555,,,char:3459
decision_tree,15734,,,char:3996
decision_tree,15734,,,char:4254
decision_tree,15734,,,char:4574
decision_tree,15734,,,char:4842
decision_tree,15734,,,char:5347
decision_tree,15734,,,char:5593
decision_tree,15734,,,char:5848
decision_tree,15734,,,char:6062
decision_tree,15734,,,char:6497
decision_tree,15734,,,char:6751
decision_tree,15734,,,char:7014
decision_tree,15734,,,char:7236
decision_tree,49591,,,char:8797
decision_tree,15734,,,char:8993
decision_tree,15734,,,char:9225
decision_tree,15734,,,char:9478
decision_tree,15734,,,char:9686
decision_tree,15734,,,char:10119
decision_tree,15734,,,char:10351
decision_tree,15734,,,char:10604
decision_tree,15734,,,char:10812
decision_tree,49593,,,char:11487
decision_tree,15734,,,char:11685
decision_tree,15734,,,char:11917
decision_tree,15734,,,char:12170
decision_tree,15734,,,char:12378
decision_tree,15734,,,char:12814
decision_tree,15734,,,char:13046
decision_tree,15734,,,char:13299
decision_tree,15734,,,char:13507
decision_tree,49595,,,char:14176
decision_tree,15734,,,char:14373
decision_tree,15734,,,char:14605
decision_tree,15734,,,char:14858
decision_tree,15734,,,char:15066
decision_tree,15734,,,char:15500
decision_tree,15734,,,char:15732
decision_tree,15734,,,char:15985
decision_tree,15734,,,char:16193
decision_tree,49592,,,char:17133
decision_tree,15734,,,char:17345
decision_tree,15734,,,char:17577
decision_tree,15734,,,char:17830
decision_tree,15734,,,char:18038
decision_tree,15734,,,char:18491
decision_tree,15734,,,char:18723
decision_tree,15734,,,char:18976
decision_tree,15734,,,char:19184
decision_tree,49594,,,char:19878
decision_tree,15734,,,char:20092
decision_tree,15734,,,char:20324
decision_tree,15734,,,char:20577
decision_tree,15734,,,char:20785
decision_tree,15734,,,char:21241
decision_tree,15734,,,char:21473
decision_tree,15734,,,char:21726
decision_tree,15734,,,char:21934
decision_tree,49596,,,char:22622
decision_tree,15734,,,char:22835
decision_tree,15734,,,char:23067
decision_tree,15734,,,char:23320
decision_tree,15734,,,char:23528
decision_tree,15734,,,char:23982
decision_tree,15734,,,char:24214
decision_tree,15734,,,char:24467
decision_tree,15734,,,char:24675
decision_tree,49613,,,char:25592
decision_tree,15734,,,char:25790
decision_tree,15734,,,char:26022
decision_tree,15734,,,char:26275
decision_tree,15734,,,char:26483
decision_tree,15734,,,char:26917
decision_tree,15734,,,char:27149
decision_tree,15734,,,char:27402
decision_tree,15734,,,char:27610
decision_tree,49615,,,char:28285
decision_tree,15734,,,char:28485
decision_tree,15734,,,char:28717
decision_tree,15734,,,char:28970
decision_tree,15734,,,char:29178
decision_tree,15734,,,char:29615
decision_tree,15734,,,char:29847
decision_tree,15734,,,char:30100
decision_tree,15734,,,char:30308
decision_tree,49617,,,char:30977
decision_tree,15734,,,char:31176
decision_tree,15734,,,char:31408
decision_tree,15734,,,char:31661
decision_tree,15734,,,char:31869
decision_tree,15734,,,char:32329
decision_tree,15734,,,char:32561
decision_tree,15734,,,char:32814
decision_tree,15734,,,char:33022
decision_tree,49614,,,char:33961
decision_tree,15734,,,char:34175
decision_tree,15734,,,char:34407
decision_tree,15734,,,char:34660
decision_tree,15734,,,char:34868
decision_tree,15734,,,char:35312
decision_tree,15734,,,char:35544
decision_tree,15734,,,char:35797
decision_tree,15734,,,char:36005
decision_tree,49616,,,char:36699
decision_tree,15734,,,char:36915
decision_tree,15734,,,char:37147
decision_tree,15734,,,char:37400
decision_tree,15734,,,char:37608
decision_tree,15734,,,char:38055
decision_tree,15734,,,char:38287
decision_tree,15734,,,char:38540
decision_tree,15734,,,char:38748
decision_tree,49618,,,char:39436
decision_tree,15734,,,char:39651
decision_tree,15734,,,char:39883
decision_tree,15734,,,char:40136
decision_tree,15734,,,char:40344
decision_tree,15734,,,char:40789
decision_tree,15734,,,char:41021
decision_tree,15734,,,char:41274
decision_tree,15734,,,char:41482
decision_tree,43280,,,char:41797
decision_tree,43281,,,char:42261
decision_tree,43282,,,char:42419
decision_tree,49324,,,char:42703
decision_tree,49421,,,char:42879
decision_tree,49422,,,char:43046
decision_tree,49435,,,char:43224
decision_tree,49436,,,char:43380
decision_tree,44970,,,char:43833
decision_tree,44960,,,char:43986
decision_tree,44970,,,char:44244
decision_tree,44979,,,char:44397
decision_tree,44140,,,char:45053
decision_tree,44139,,,char:45234
decision_tree,44204,,,char:45535
decision_tree,44213,,,char:45739
decision_tree,44204,,,char:46052
decision_tree,44213,,,char:46297
decision_tree,47600,,,char:46857
decision_tree,47605,,,char:46990
decision_tree,47610,,,char:47142
decision_tree,47550,,,char:47350
decision_tree,47562,,,char:47893
decision_tree,47563,,,char:48049
decision_tree,47564,,,char:48237
decision_tree,47550,,,char:48468
decision_tree,11042,,,char:49348
decision_tree,11045,,,char:49540
decision_tree,11042,,,char:49784
decision_tree,11045,,,char:49976
decision_tree,11043,,,char:50222
decision_tree,11046,,,char:50415
decision_tree,11044,,,char:50660
decision_tree,11047,,,char:50837
decision_tree,11400,,,char:51779
decision_tree,11401,,,char:51953
decision_tree,11402,,,char:52126
decision_tree,11403,,,char:52299
decision_tree,11404,,,char:52472
decision_tree,11406,,,char:52646
decision_tree,11420,,,char:52889
decision_tree,11421,,,char:53079
decision_tree,11422,,,char:53268
decision_tree,11423,,,char:53457
decision_tree,11424,,,char:53646
decision_tree,11426,,,char:53836
decision_tree,11440,,,char:54094
decision_tree,11441,,,char:54280
decision_tree,11442,,,char:54465
decision_tree,11443,,,char:54650
decision_tree,11444,,,char:54835
decision_tree,11446,,,char:55021
decision_tree,11600,,,char:55279
decision_tree,11601,,,char:55460
decision_tree,11602,,,char:55640
decision_tree,11603,,,char:55820
decision_tree,11604,,,char:56000
decision_tree,11606,,,char:56181
decision_tree,11620,,,char:56434
decision_tree,11621,,,char:56630
decision_tree,11622,,,char:56825
decision_tree,11623,,,char:57020
decision_tree,11624,,,char:57215
decision_tree,11626,,,char:57411
decision_tree,11640,,,char:57678
decision_tree,11641,,,char:57871
decision_tree,11642,,,char:58063
decision_tree,11643,,,char:58255
decision_tree,11644,,,char:58447
decision_tree,11646,,,char:58640
decision_tree,19081,,,char:59479
decision_tree,19082,,,char:59684
decision_tree,19083,,,char:59886
decision_tree,19084,,,char:60087
decision_tree,19085,,,char:60280
decision_tree,19086,,,char:60466
decision_tree,19000,,,char:60643
decision_tree,19001,,,char:60820
decision_tree,19020,,,char:61013
decision_tree,19030,,,char:61199
decision_tree,19101,,,char:61366
decision_tree,19110,,,char:61549
decision_tree,19112,,,char:61736
decision_tree,19120,,,char:61901
decision_tree,19125,,,char:62102
decision_tree,19126,,,char:62328
decision_tree,19281,,,char:62547
decision_tree,19282,,,char:62772
decision_tree,19283,,,char:62988
decision_tree,19284,,,char:63202
decision_tree,19285,,,char:63409
decision_tree,19286,,,char:63697
decision_tree,19294,,,char:63902
decision_tree,19300,,,char:64093
decision_tree,19301,,,char:64254
decision_tree,19302,,,char:64430
decision_tree,19303,,,char:64614
decision_tree,19305,,,char:64768
decision_tree,19306,,,char:64937
decision_tree,19307,,,char:65115
decision_tree,19316,,,char:65261
decision_tree,19318,,,char:65400
decision_tree,19325,,,char:65658
decision_tree,19328,,,char:65825
decision_tree,19330,,,char:66003
decision_tree,19340,,,char:66207
decision_tree,19342,,,char:66403
decision_tree,19350,,,char:66572
decision_tree,19355,,,char:66731
decision_tree,19357,,,char:66912
decision_tree,19361,,,char:67117
decision_tree,19364,,,char:67308
decision_tree,19367,,,char:67502
decision_tree,19368,,,char:67727
decision_tree,19369,,,char:67952
decision_tree,19370,,,char:68147
decision_tree,19371,,,char:68333
decision_tree,19380,,,char:68511
decision_tree,19396,,,char:68689
decision_tree,19499,,,char:68862
decision_tree,11920,,,char:69069
decision_tree,11921,,,char:69397
decision_tree,15777,,,char:69592
decision_tree,38500,,,char:69792
decision_tree,38505,,,char:69978
decision_tree,38510,,,char:70160
decision_tree,38520,,,char:70338
decision_tree,38525,,,char:70519
decision_tree,38530,,,char:70705
decision_tree,38740,,,char:70889
decision_tree,38745,,,char:71067
decision_tree,38900,,,char:71283
decision_tree,38999,,,char:71505
decision_tree,76641,,,char:71690
decision_tree,76642,,,char:71871
decision_tree,77065,,,char:72062
decision_tree,77066,,,char:72263
decision_tree,77067,,,char:72448
decision_tree,77080,,,char:72618
decision_tree,77081,,,char:72782
decision_tree,77085,,,char:72972
decision_tree,78195,,,char:73170
decision_tree,78232,,,char:73340
decision_tree,78800,,,char:73540
decision_tree,78801,,,char:73780
decision_tree,78804,,,char:74014
decision_tree,88305,,,char:74338
decision_tree,88307,,,char:74552
decision_tree,88309,,,char:74765
decision_tree,88331,,,char:74997
decision_tree,88332,,,char:75241
decision_tree,19085,,,char:75453
decision_tree,19086,,,char:75638
decision_tree,19296,,,char:75848
decision_tree,19297,,,char:76103
decision_tree,19298,,,char:76356
decision_tree,19342,,,char:76602
decision_tree,19350,,,char:76814
decision_tree,19355,,,char:76974
decision_tree,19357,,,char:77156
decision_tree,60240,,,char:77653
decision_tree,60252,,,char:77808
decision_tree,60254,,,char:77993
decision_tree,60220,,,char:78243
decision_tree,60225,,,char:78442
decision_tree,60210,,,char:78646
decision_tree,49320,,,char:79646
decision_tree,49320,,,char:79948
decision_tree,49000,,,char:80236
decision_tree,44120,,,char:80978
decision_tree,44121,,,char:81183
decision_tree,44202,,,char:81395
decision_tree,44203,,,char:81621
decision_tree,44005,,,char:81915
decision_tree,44180,,,char:82076
decision_tree,44020,,,char:82250
decision_tree,44310,,,char:82528
decision_tree,44310,,,char:82665
decision_tree,44015,,,char:82807
decision_tree,49000,,,char:83403
decision_tree,32551,,,char:83657
decision_tree,36556,,,char:83898
decision_tree,36556,,,char:84108
decision_tree,36556,,,char:84309
decision_tree,36620,,,char:84576
decision_tree,36620,,,char:84787
decision_tree,36625,,,char:85009
decision_tree,12001,,,char:85294
decision_tree,12002,,,char:85545
decision_tree,12004,,,char:85799
decision_tree,12031,,,char:86063
decision_tree,13100,,,char:86282
decision_tree,10060,,,char:86796
decision_tree,46050,,,char:86986
decision_tree,56420,,,char:87157
decision_tree,10061,,,char:87400
decision_tree,49060,,,char:87599
decision_tree,46060,,,char:87763
decision_tree,10080,,,char:87935
decision_tree,46083,,,char:88239
decision_tree,46221,,,char:88394
decision_tree,46250,,,char:88573
decision_tree,46255,,,char:88748
decision_tree,46257,,,char:88950
decision_tree,46258,,,char:89158
decision_tree,46260,,,char:89356
decision_tree,46261,,,char:89557
decision_tree,46262,,,char:89785
decision_tree,46280,,,char:90013
decision_tree,46947,,,char:90173
decision_tree,43235,,,char:90679
decision_tree,43239,,,char:90912
decision_tree,43249,,,char:91108
decision_tree,43266,,,char:91308
decision_tree,45378,,,char:91585
decision_tree,45380,,,char:91800
decision_tree,45385,,,char:91980
decision_tree,45389,,,char:92188
decision_tree,36556,,,char:93324
decision_tree,36556,,,char:93517
decision_tree,36556,,,char:93707
decision_tree,36620,,,char:93979
decision_tree,36620,,,char:94185
decision_tree,36625,,,char:94383
decision_tree,36568,,,char:94571
decision_tree,36561,,,char:94858
decision_tree,36640,,,char:95067
decision_tree,36821,,,char:95329
decision_tree,36821,,,char:95502
decision_tree,36818,,,char:95672
decision_tree,36819,,,char:95853
decision_tree,36830,,,char:96018
decision_tree,36831,,,char:96350
decision_tree,36901,,,char:96535
decision_tree,36902,,,char:96718
decision_tree,36903,,,char:96890
decision_tree,35301,,,char:97122
decision_tree,35390,,,char:97282
decision_tree,37215,,,char:97450
decision_tree,35501,,,char:97600
decision_tree,34812,,,char:97852
decision_tree,34820,,,char:98027
decision_tree,35081,,,char:98202
decision_tree,35082,,,char:98360
decision_tree,35102,,,char:98527
decision_tree,35556,,,char:98765
decision_tree,35566,,,char:98931
decision_tree,35571,,,char:99096
decision_tree,35583,,,char:99259
decision_tree,35585,,,char:99440
decision_tree,35656,,,char:99618
decision_tree,35646,,,char:99764
decision_tree,35654,,,char:99906
decision_tree,36475,,,char:100215
decision_tree,36478,,,char:100385
decision_tree,37700,,,char:100556
decision_tree,37718,,,char:100717
decision_tree,37191,,,char:100862
decision_tree,37193,,,char:100996
decision_tree,34151,,,char:101242
decision_tree,34201,,,char:101495
decision_tree,34203,,,char:101684
decision_tree,34401,,,char:101874
decision_tree,34490,,,char:102049
decision_tree,37184,,,char:102208
decision_tree,37187,,,char:102374
decision_tree,27235,,,char:103522
decision_tree,27236,,,char:103766
decision_tree,27244,,,char:104035
decision_tree,27245,,,char:104276
decision_tree,27506,,,char:104501
decision_tree,27507,,,char:104721
decision_tree,27125,,,char:104933
decision_tree,27130,,,char:105159
decision_tree,27750,,,char:105442
decision_tree,27758,,,char:105652
decision_tree,27759,,,char:105862
decision_tree,27536,,,char:106060
decision_tree,27780,,,char:106297
decision_tree,27784,,,char:106489
decision_tree,27810,,,char:106759
decision_tree,27792,,,char:106959
decision_tree,27814,,,char:107147
decision_tree,27822,,,char:107329
decision_tree,27829,,,char:107581
decision_tree,25605,,,char:107856
decision_tree,25607,,,char:108060
decision_tree,25609,,,char:108266
decision_tree,25622,,,char:108502
decision_tree,25628,,,char:108680
decision_tree,23605,,,char:108943
decision_tree,23615,,,char:109146
decision_tree,24516,,,char:109351
decision_tree,24586,,,char:109565
decision_tree,23472,,,char:109781
decision_tree,23500,,,char:110074
decision_tree,23515,,,char:110270
decision_tree,27217,,,char:110552
decision_tree,27226,,,char:110734
decision_tree,20690,,,char:110927
decision_tree,22510,,,char:111193
decision_tree,22513,,,char:111381
decision_tree,22612,,,char:111852
decision_tree,27447,,,char:112136
decision_tree,27487,,,char:112311
decision_tree,27130,,,char:112497
decision_tree,29870,,,char:112673
decision_tree,29881,,,char:112857
decision_tree,29888,,,char:113056
decision_tree,29827,,,char:113275
decision_tree,29806,,,char:113493
decision_tree,27650,,,char:113774
decision_tree,23412,,,char:113966
decision_tree,64721,,,char:114188
decision_tree,26055,,,char:114392
decision_tree,23430,,,char:114575
decision_tree,26356,,,char:114755
decision_tree,26910,,,char:114989
decision_tree,28810,,,char:115162
decision_tree,27880,,,char:115342
decision_tree,27590,,,char:115541
decision_tree,25900,,,char:115712
decision_tree,20680,,,char:115999
decision_tree,20694,,,char:116187
decision_tree,38500,,,char:116815
decision_tree,38510,,,char:116982
decision_tree,38505,,,char:117162
decision_tree,31600,,,char:117495
decision_tree,31601,,,char:117653
decision_tree,31603,,,char:117829
decision_tree,43246,,,char:118057
decision_tree,43830,,,char:118269
decision_tree,44015,,,char:118431
decision_tree,49082,,,char:118692
decision_tree,49083,,,char:118879
decision_tree,32554,,,char:119126
decision_tree,32555,,,char:119340
decision_tree,33405,,,char:120985
decision_tree,33361,,,char:121144
decision_tree,33430,,,char:121325
decision_tree,33420,,,char:121476
decision_tree,33418,,,char:121653
decision_tree,33465,,,char:121820
decision_tree,32100,,,char:122053
decision_tree,32096,,,char:122229
decision_tree,32220,,,char:122440
decision_tree,32480,,,char:122715
decision_tree,32663,,,char:122922
decision_tree,32440,,,char:123092
decision_tree,32505,,,char:123262
decision_tree,32666,,,char:123454
decision_tree,33946,,,char:123722
decision_tree,33947,,,char:124031
decision_tree,33965,,,char:124323
decision_tree,33025,,,char:124704
decision_tree,32659,,,char:124913
decision_tree,21601,,,char:125106
decision_tree,39402,,,char:125360
decision_tree,33533,,,char:125732
decision_tree,33508,,,char:126051
decision_tree,33533,,,char:126358
decision_tree,33534,,,char:126817
decision_tree,33508,,,char:127132
decision_tree,33534,,,char:127439
decision_tree,33535,,,char:127894
decision_tree,33508,,,char:128209
decision_tree,33535,,,char:128516
decision_tree,33536,,,char:128977
decision_tree,33508,,,char:129300
decision_tree,33536,,,char:129607
decision_tree,33533,,,char:130093
decision_tree,33508,,,char:130421
decision_tree,33533,,,char:130728
decision_tree,33533,,,char:131179
decision_tree,33508,,,char:131481
decision_tree,33533,,,char:131788
decision_tree,21601,,,char:132143
decision_tree,21811,,,char:132333
decision_tree,21812,,,char:132575
decision_tree,32601,,,char:132903
decision_tree,32604,,,char:133153
decision_tree,32606,,,char:133369
decision_tree,32607,,,char:133602
decision_tree,32608,,,char:133824
decision_tree,32609,,,char:134036
decision_tree,32650,,,char:134230
decision_tree,32651,,,char:134420
decision_tree,32652,,,char:134618
decision_tree,32653,,,char:134823
decision_tree,32654,,,char:135029
decision_tree,32659,,,char:135248
decision_tree,32663,,,char:135465
decision_tree,32666,,,char:135677
decision_tree,99291,,,char:136472
decision_tree,99292,,,char:136709
decision_tree,36556,,,char:137020
decision_tree,36556,,,char:137240
decision_tree,36556,,,char:137457
decision_tree,36620,,,char:137690
decision_tree,93503,,,char:138017
decision_tree,31622,,,char:138237
decision_tree,31624,,,char:138454
decision_tree,31625,,,char:138696
decision_tree,31635,,,char:138990
decision_tree,33210,,,char:139308
decision_tree,33967,,,char:139553
decision_tree,32551,,,char:139815
decision_tree,49082,,,char:140016
decision_tree,49083,,,char:140223
decision_tree,32554,,,char:140427
decision_tree,32555,,,char:140662
decision_tree,62270,,,char:140886
decision_tree,31500,,,char:141494
decision_tree,31500,,,char:141689
decision_tree,31600,,,char:141942
decision_tree,31601,,,char:142115
decision_tree,31603,,,char:142309
decision_tree,31502,,,char:142482
decision_tree,31613,,,char:142666
decision_tree,31622,,,char:142922
decision_tree,31624,,,char:143141
decision_tree,31625,,,char:143382
decision_tree,31631,,,char:143670
decision_tree,31635,,,char:143914
decision_tree,31515,,,char:144227
decision_tree,31505,,,char:144419
decision_tree,31510,,,char:144583
decision_tree,49000,,,char:145527
decision_tree,49000,,,char:145733
decision_tree,49000,,,char:145939
decision_tree,49000,,,char:146212
decision_tree,49013,,,char:146615
decision_tree,38100,,,char:146852
decision_tree,38101,,,char:147021
decision_tree,47350,,,char:147195
decision_tree,47360,,,char:147399
decision_tree,47362,,,char:147626
decision_tree,39501,,,char:147841
decision_tree,25020,,,char:148094
decision_tree,25023,,,char:148386
decision_tree,27600,,,char:148677
decision_tree,27601,,,char:148910
decision_tree,49507,,,char:149202
decision_tree,43840,,,char:149507
decision_tree,43840,,,char:149723
decision_tree,34151,,,char:150028
decision_tree,44120,,,char:150303
decision_tree,11043,,,char:150604
decision_tree,11043,,,char:150872
decision_tree,11043,,,char:151164
decision_tree,49999,,,char:151535
decision_tree,97605,,,char:151937
decision_tree,97606,,,char:152189
decision_tree,49900,,,char:152442
decision_tree,36556,,,char:152869
decision_tree,36555,,,char:153159
decision_tree,76937,,,char:153436
decision_tree,36561,,,char:153860
decision_tree,36560,,,char:154199
decision_tree,77001,,,char:154521
decision_tree,36556,,,char:154797
decision_tree,36555,,,char:155324
decision_tree,36561,,,char:155853
decision_tree,36560,,,char:156411
decision_tree,47100,,,char:157537
decision_tree,47120,,,char:157701
decision_tree,47122,,,char:157874
decision_tree,47125,,,char:158026
decision_tree,47130,,,char:158203
decision_tree,47133,,,char:158388
decision_tree,47120,,,char:158572
decision_tree,47350,,,char:158760
decision_tree,47360,,,char:158959
decision_tree,47362,,,char:159216
decision_tree,47370,,,char:159426
decision_tree,47382,,,char:159630
decision_tree,47600,,,char:159892
decision_tree,47605,,,char:160036
decision_tree,47610,,,char:160204
decision_tree,47612,,,char:160409
decision_tree,47620,,,char:160621
decision_tree,47563,,,char:160842
decision_tree,47564,,,char:161048
decision_tree,47760,,,char:161261
decision_tree,47765,,,char:161477
decision_tree,47785,,,char:161675
decision_tree,47715,,,char:161885
decision_tree,47900,,,char:162035
decision_tree,47550,,,char:162250
decision_tree,48100,,,char:162800
decision_tree,48102,,,char:162961
decision_tree,48105,,,char:163138
decision_tree,48120,,,char:163306
decision_tree,48140,,,char:163463
decision_tree,48145,,,char:163639
decision_tree,48146,,,char:163815
decision_tree,48150,,,char:163975
decision_tree,48152,,,char:164263
decision_tree,48153,,,char:164429
decision_tree,48154,,,char:164732
decision_tree,48155,,,char:164933
decision_tree,48160,,,char:165118
decision_tree,48000,,,char:165317
decision_tree,48001,,,char:165540
decision_tree,48020,,,char:165776
decision_tree,48148,,,char:165917
decision_tree,48400,,,char:166082
decision_tree,48545,,,char:166261
decision_tree,48547,,,char:166430
decision_tree,43240,,,char:166721
decision_tree,48500,,,char:166939
decision_tree,48510,,,char:167114
decision_tree,48520,,,char:167300
decision_tree,48540,,,char:167513
decision_tree,48548,,,char:167730
decision_tree,48100,,,char:167994
decision_tree,48102,,,char:168155
decision_tree,48105,,,char:168332
decision_tree,48120,,,char:168514
decision_tree,48140,,,char:168671
decision_tree,48145,,,char:168847
decision_tree,48146,,,char:169023
decision_tree,48148,,,char:169226
decision_tree,48150,,,char:169376
decision_tree,48152,,,char:169664
decision_tree,48153,,,char:169856
decision_tree,48154,,,char:170159
decision_tree,48999,,,char:170369
decision_tree,48000,,,char:170884
decision_tree,48001,,,char:171107
decision_tree,48000,,,char:171366
decision_tree,48000,,,char:171770
decision_tree,48999,,,char:172141
decision_tree,48001,,,char:172460
decision_tree,48020,,,char:172726
decision_tree,48155,,,char:172895
decision_tree,48160,,,char:173080
decision_tree,48400,,,char:173255
decision_tree,48520,,,char:173459
decision_tree,48540,,,char:173703
decision_tree,43240,,,char:174032
decision_tree,48500,,,char:174250
decision_tree,48510,,,char:174425
decision_tree,48520,,,char:174630
decision_tree,48540,,,char:174862
decision_tree,48548,,,char:175107
decision_tree,48120,,,char:175289
decision_tree,48140,,,char:175473
decision_tree,48545,,,char:175729
decision_tree,48547,,,char:175921
decision_tree,48140,,,char:176141
decision_tree,48145,,,char:176328
decision_tree,48000,,,char:176530
decision_tree,48400,,,char:176796
decision_tree,44140,,,char:177896
decision_tree,44205,,,char:178071
decision_tree,44205,,,char:178264
decision_tree,44140,,,char:178512
decision_tree,44205,,,char:178686
decision_tree,44205,,,char:178878
decision_tree,44140,,,char:179123
decision_tree,44205,,,char:179297
decision_tree,44205,,,char:179489
decision_tree,45113,,,char:179731
decision_tree,45395,,,char:179942
decision_tree,45113,,,char:180144
decision_tree,45110,,,char:180429
decision_tree,44155,,,char:180632
decision_tree,44212,,,char:180836
decision_tree,44143,,,char:181124
decision_tree,44625,,,char:181343
decision_tree,44310,,,char:181508
decision_tree,44320,,,char:181659
decision_tree,46221,,,char:181894
decision_tree,46083,,,char:182071
decision_tree,46947,,,char:182241
decision_tree,46080,,,char:182439
decision_tree,46270,,,char:182612
decision_tree,46020,,,char:182800
decision_tree,11770,,,char:182939
decision_tree,0184T,,,char:183107
decision_tree,45130,,,char:183398
decision_tree,45540,,,char:183583
decision_tree,45395,,,char:183753
decision_tree,45100,,,char:184070
decision_tree,45108,,,char:184270
decision_tree,45110,,,char:184476
decision_tree,45111,,,char:184700
decision_tree,45112,,,char:184910
decision_tree,45113,,,char:185093
decision_tree,45114,,,char:185266
decision_tree,45116,,,char:185434
decision_tree,45119,,,char:185615
decision_tree,45120,,,char:185811
decision_tree,45121,,,char:185993
decision_tree,45123,,,char:186172
decision_tree,45300,,,char:186436
decision_tree,45303,,,char:186617
decision_tree,45305,,,char:186818
decision_tree,45307,,,char:187024
decision_tree,45308,,,char:187225
decision_tree,45309,,,char:187424
decision_tree,45315,,,char:187620
decision_tree,45317,,,char:187821
decision_tree,45320,,,char:188010
decision_tree,45327,,,char:188189
decision_tree,45330,,,char:188365
decision_tree,45331,,,char:188538
decision_tree,45332,,,char:188723
decision_tree,45333,,,char:188929
decision_tree,45334,,,char:189134
decision_tree,45335,,,char:189341
decision_tree,45337,,,char:189545
decision_tree,45338,,,char:189743
decision_tree,45340,,,char:189933
decision_tree,45341,,,char:190125
decision_tree,45342,,,char:190346
decision_tree,45346,,,char:190560
decision_tree,45347,,,char:190760
decision_tree,45900,,,char:191048
decision_tree,45905,,,char:191237
decision_tree,45910,,,char:191426
decision_tree,45915,,,char:191629
decision_tree,46020,,,char:191805
decision_tree,46030,,,char:191952
decision_tree,46040,,,char:192138
decision_tree,46045,,,char:192350
decision_tree,46220,,,char:192561
decision_tree,46221,,,char:192781
decision_tree,46230,,,char:192988
decision_tree,46250,,,char:193182
decision_tree,46255,,,char:193395
decision_tree,46257,,,char:193614
decision_tree,56420,,,char:194381
decision_tree,56440,,,char:194580
decision_tree,56501,,,char:194768
decision_tree,56515,,,char:194955
decision_tree,56605,,,char:195140
decision_tree,56606,,,char:195335
decision_tree,56620,,,char:195520
decision_tree,56630,,,char:195682
decision_tree,56637,,,char:195908
decision_tree,56800,,,char:196133
decision_tree,57010,,,char:196293
decision_tree,57022,,,char:196466
decision_tree,57106,,,char:196653
decision_tree,57107,,,char:196840
decision_tree,57109,,,char:197037
decision_tree,57110,,,char:197216
decision_tree,57111,,,char:197382
decision_tree,57120,,,char:197578
decision_tree,57130,,,char:197804
decision_tree,57135,,,char:198012
decision_tree,57200,,,char:198192
decision_tree,57210,,,char:198374
decision_tree,57230,,,char:198548
decision_tree,57240,,,char:198766
decision_tree,57250,,,char:198997
decision_tree,57260,,,char:199187
decision_tree,57265,,,char:199397
decision_tree,57267,,,char:199650
decision_tree,57268,,,char:199876
decision_tree,57270,,,char:200047
decision_tree,57280,,,char:200210
decision_tree,57282,,,char:200391
decision_tree,57283,,,char:200587
decision_tree,57284,,,char:200788
decision_tree,57285,,,char:200989
decision_tree,57288,,,char:201179
decision_tree,57300,,,char:201351
decision_tree,57305,,,char:201513
decision_tree,57400,,,char:201691
decision_tree,57410,,,char:201969
decision_tree,57420,,,char:202176
decision_tree,57421,,,char:202374
decision_tree,57423,,,char:202578
decision_tree,57425,,,char:202773
decision_tree,57452,,,char:202980
decision_tree,57454,,,char:203252
decision_tree,57500,,,char:203521
decision_tree,57505,,,char:203713
decision_tree,57510,,,char:203896
decision_tree,57511,,,char:204101
decision_tree,57513,,,char:204285
decision_tree,57520,,,char:204454
decision_tree,57522,,,char:204635
decision_tree,57530,,,char:204821
decision_tree,57531,,,char:204983
decision_tree,57540,,,char:205153
decision_tree,57545,,,char:205347
decision_tree,57550,,,char:205520
decision_tree,57555,,,char:205688
decision_tree,57556,,,char:205865
decision_tree,57700,,,char:206043
decision_tree,58100,,,char:206209
decision_tree,58120,,,char:206379
decision_tree,58140,,,char:206597
decision_tree,58150,,,char:206798
decision_tree,58152,,,char:206989
decision_tree,58180,,,char:207187
decision_tree,58200,,,char:207382
decision_tree,58210,,,char:207598
decision_tree,58240,,,char:207808
decision_tree,58260,,,char:208001
decision_tree,58262,,,char:208198
decision_tree,58263,,,char:208401
decision_tree,58541,,,char:208613
decision_tree,58542,,,char:208832
decision_tree,58545,,,char:209061
decision_tree,58548,,,char:209285
decision_tree,58550,,,char:209502
decision_tree,58552,,,char:209727
decision_tree,58558,,,char:210004
decision_tree,58563,,,char:210183
decision_tree,58565,,,char:210368
decision_tree,58571,,,char:210563
decision_tree,58572,,,char:210762
decision_tree,58605,,,char:210966
decision_tree,58661,,,char:211161
decision_tree,58662,,,char:211345
decision_tree,58670,,,char:211520
