code,modifier,canonical_key,work_rvu,status_indicator,global_indicator,description,source_file,source_year
66770,,66770|,5.98,A,090,Removal of inner eye lesion,PPRRVU2026_Apr_nonQPP.csv,2026
66820,,66820|,3.91,A,090,Incision secondary cataract,PPRRVU2026_Apr_nonQPP.csv,2026
66821,,66821|,3.33,A,090,After cataract laser surgery,PPRRVU2026_Apr_nonQPP.csv,2026
66825,,66825|,8.78,A,090,Reposition intraocular lens,PPRRVU2026_Apr_nonQPP.csv,2026
66830,,66830|,9.23,A,090,Removal of lens lesion,PPRRVU2026_Apr_nonQPP.csv,2026
66840,,66840|,8.95,A,090,Removal of lens material,PPRRVU2026_Apr_nonQPP.csv,2026
66850,,66850|,10.29,A,090,Removal of lens material,PPRRVU2026_Apr_nonQPP.csv,2026
66852,,66852|,11.12,A,090,Removal of lens material,PPRRVU2026_Apr_nonQPP.csv,2026
66920,,66920|,9.88,A,090,Extraction of lens,PPRRVU2026_Apr_nonQPP.csv,2026
66930,,66930|,11.32,A,090,Extraction of lens,PPRRVU2026_Apr_nonQPP.csv,2026
66940,,66940|,10.11,A,090,Extraction of lens,PPRRVU2026_Apr_nonQPP.csv,2026
66982,,66982|,9.99,A,090,Xcapsl ctrc rmvl cplx wo ecp,PPRRVU2026_Apr_nonQPP.csv,2026
66983,,66983|,0.00,C,090,Cataract surg w/iol 1 stage,PPRRVU2026_Apr_nonQPP.csv,2026
66984,,66984|,7.17,A,090,Xcapsl ctrc rmvl w/o ecp,PPRRVU2026_Apr_nonQPP.csv,2026
66985,,66985|,9.73,A,090,Insert lens prosthesis,PPRRVU2026_Apr_nonQPP.csv,2026
66986,,66986|,11.95,A,090,Exchange lens prosthesis,PPRRVU2026_Apr_nonQPP.csv,2026
66987,,66987|,0.00,C,090,Xcapsl ctrc rmvl cplx w/ecp,PPRRVU2026_Apr_nonQPP.csv,2026
66988,,66988|,0.00,C,090,Xcapsl ctrc rmvl w/ecp,PPRRVU2026_Apr_nonQPP.csv,2026
66989,,66989|,11.83,A,090,Xcpsl ctrc rmvl cplx insj 1+,PPRRVU2026_Apr_nonQPP.csv,2026
66990,,66990|,1.47,A,ZZZ,Ophthalmic endoscope add-on,PPRRVU2026_Apr_nonQPP.csv,2026
66991,,66991|,9.00,A,090,Xcapsl ctrc rmvl insj 1+,PPRRVU2026_Apr_nonQPP.csv,2026
66999,,66999|,0.00,C,YYY,Unlisted px ant segment eye,PPRRVU2026_Apr_nonQPP.csv,2026
67005,,67005|,5.74,A,090,Partial removal of eye fluid,PPRRVU2026_Apr_nonQPP.csv,2026
67010,,67010|,6.88,A,090,Partial removal of eye fluid,PPRRVU2026_Apr_nonQPP.csv,2026
67015,,67015|,6.96,A,090,Release of eye fluid,PPRRVU2026_Apr_nonQPP.csv,2026
67025,,67025|,7.91,A,090,Replace eye fluid,PPRRVU2026_Apr_nonQPP.csv,2026
67027,,67027|,11.33,A,090,Implant eye drug system,PPRRVU2026_Apr_nonQPP.csv,2026
67028,,67028|,1.40,A,000,Injection eye drug,PPRRVU2026_Apr_nonQPP.csv,2026
67030,,67030|,5.96,A,090,Incise inner eye strands,PPRRVU2026_Apr_nonQPP.csv,2026
67031,,67031|,4.36,A,090,Laser surgery eye strands,PPRRVU2026_Apr_nonQPP.csv,2026
67036,,67036|,11.83,A,090,Removal of inner eye fluid,PPRRVU2026_Apr_nonQPP.csv,2026
67039,,67039|,12.87,A,090,Laser treatment of retina,PPRRVU2026_Apr_nonQPP.csv,2026
67040,,67040|,14.14,A,090,Laser treatment of retina,PPRRVU2026_Apr_nonQPP.csv,2026
67041,,67041|,15.92,A,090,Vit for macular pucker,PPRRVU2026_Apr_nonQPP.csv,2026
67042,,67042|,15.92,A,090,Vit for macular hole,PPRRVU2026_Apr_nonQPP.csv,2026
67043,,67043|,16.97,A,090,Vit for membrane dissect,PPRRVU2026_Apr_nonQPP.csv,2026
67101,,67101|,3.41,A,010,Repair detached retina crtx,PPRRVU2026_Apr_nonQPP.csv,2026
67105,,67105|,3.31,A,010,Repair detached retina pc,PPRRVU2026_Apr_nonQPP.csv,2026
67107,,67107|,15.60,A,090,Repair detached retina,PPRRVU2026_Apr_nonQPP.csv,2026
67108,,67108|,16.70,A,090,Repair detached retina,PPRRVU2026_Apr_nonQPP.csv,2026
67110,,67110|,9.99,A,090,Repair detached retina,PPRRVU2026_Apr_nonQPP.csv,2026
67113,,67113|,18.53,A,090,Repair retinal detach cplx,PPRRVU2026_Apr_nonQPP.csv,2026
67115,,67115|,5.96,A,090,Release encircling material,PPRRVU2026_Apr_nonQPP.csv,2026
67120,,67120|,6.92,A,090,Remove eye implant material,PPRRVU2026_Apr_nonQPP.csv,2026
67121,,67121|,11.94,A,090,Remove eye implant material,PPRRVU2026_Apr_nonQPP.csv,2026
67141,,67141|,2.47,A,010,Proph rta dtchmnt crtx dthrm,PPRRVU2026_Apr_nonQPP.csv,2026
67145,,67145|,2.47,A,010,Proph rta dtchmnt pc,PPRRVU2026_Apr_nonQPP.csv,2026
67208,,67208|,7.46,A,090,Treatment of retinal lesion,PPRRVU2026_Apr_nonQPP.csv,2026
67210,,67210|,6.20,A,090,Treatment of retinal lesion,PPRRVU2026_Apr_nonQPP.csv,2026
67218,,67218|,19.85,A,090,Treatment of retinal lesion,PPRRVU2026_Apr_nonQPP.csv,2026
67220,,67220|,6.20,A,090,Treatment of choroid lesion,PPRRVU2026_Apr_nonQPP.csv,2026
67221,,67221|,3.36,R,000,Ocular photodynamic ther,PPRRVU2026_Apr_nonQPP.csv,2026
67225,,67225|,0.46,A,ZZZ,Eye photodynamic ther add-on,PPRRVU2026_Apr_nonQPP.csv,2026
67227,,67227|,3.41,A,010,Dstrj extensive retinopathy,PPRRVU2026_Apr_nonQPP.csv,2026
67228,,67228|,4.28,A,010,Treatment x10sv retinopathy,PPRRVU2026_Apr_nonQPP.csv,2026
67229,,67229|,15.89,A,090,Tr retinal les preterm inf,PPRRVU2026_Apr_nonQPP.csv,2026
67250,,67250|,9.37,A,090,Reinforce eye wall,PPRRVU2026_Apr_nonQPP.csv,2026
67255,,67255|,8.17,A,090,Reinforce/graft eye wall,PPRRVU2026_Apr_nonQPP.csv,2026
67299,,67299|,0.00,C,YYY,Unlisted px posterior segmnt,PPRRVU2026_Apr_nonQPP.csv,2026
67311,,67311|,5.78,A,090,Revise eye muscle,PPRRVU2026_Apr_nonQPP.csv,2026
67312,,67312|,9.26,A,090,Revise two eye muscles,PPRRVU2026_Apr_nonQPP.csv,2026
67314,,67314|,5.78,A,090,Revise eye muscle,PPRRVU2026_Apr_nonQPP.csv,2026
67316,,67316|,10.05,A,090,Revise two eye muscles,PPRRVU2026_Apr_nonQPP.csv,2026
67318,,67318|,9.56,A,090,Revise eye muscle(s),PPRRVU2026_Apr_nonQPP.csv,2026
67320,,67320|,2.93,A,ZZZ,Revise eye muscle(s) add-on,PPRRVU2026_Apr_nonQPP.csv,2026
67331,,67331|,1.95,A,ZZZ,Eye surgery follow-up add-on,PPRRVU2026_Apr_nonQPP.csv,2026
67332,,67332|,3.41,A,ZZZ,Rerevise eye muscles add-on,PPRRVU2026_Apr_nonQPP.csv,2026
67334,,67334|,2.01,A,ZZZ,Revise eye muscle w/suture,PPRRVU2026_Apr_nonQPP.csv,2026
67335,,67335|,3.15,A,ZZZ,Eye suture during surgery,PPRRVU2026_Apr_nonQPP.csv,2026
67340,,67340|,4.88,A,ZZZ,Revise eye muscle add-on,PPRRVU2026_Apr_nonQPP.csv,2026
67343,,67343|,8.26,A,090,Release eye tissue,PPRRVU2026_Apr_nonQPP.csv,2026
67345,,67345|,2.93,A,010,Destroy nerve of eye muscle,PPRRVU2026_Apr_nonQPP.csv,2026
67346,,67346|,2.80,A,000,Biopsy eye muscle,PPRRVU2026_Apr_nonQPP.csv,2026
67399,,67399|,0.00,C,YYY,Unlisted px extraocular musc,PPRRVU2026_Apr_nonQPP.csv,2026
67400,,67400|,10.92,A,090,Explore/biopsy eye socket,PPRRVU2026_Apr_nonQPP.csv,2026
67405,,67405|,8.97,A,090,Explore/drain eye socket,PPRRVU2026_Apr_nonQPP.csv,2026
67412,,67412|,10.04,A,090,Explore/treat eye socket,PPRRVU2026_Apr_nonQPP.csv,2026
67413,,67413|,9.98,A,090,Explore/treat eye socket,PPRRVU2026_Apr_nonQPP.csv,2026
67414,,67414|,17.49,A,090,Explr/decompress eye socket,PPRRVU2026_Apr_nonQPP.csv,2026
67415,,67415|,1.72,A,000,Aspiration orbital contents,PPRRVU2026_Apr_nonQPP.csv,2026
67420,,67420|,21.32,A,090,Explore/treat eye socket,PPRRVU2026_Apr_nonQPP.csv,2026
67430,,67430|,14.91,A,090,Explore/treat eye socket,PPRRVU2026_Apr_nonQPP.csv,2026
67440,,67440|,14.47,A,090,Explore/drain eye socket,PPRRVU2026_Apr_nonQPP.csv,2026
67445,,67445|,18.64,A,090,Explr/decompress eye socket,PPRRVU2026_Apr_nonQPP.csv,2026
67450,,67450|,15.02,A,090,Explore/biopsy eye socket,PPRRVU2026_Apr_nonQPP.csv,2026
67500,,67500|,1.15,A,000,Inject/treat eye socket,PPRRVU2026_Apr_nonQPP.csv,2026
67505,,67505|,1.15,A,000,Inject/treat eye socket,PPRRVU2026_Apr_nonQPP.csv,2026
67515,,67515|,0.73,A,000,Inject/treat eye socket,PPRRVU2026_Apr_nonQPP.csv,2026
67516,,67516|,1.49,A,000,Sprchoroidal spc njx rx agt,PPRRVU2026_Apr_nonQPP.csv,2026
67550,,67550|,11.48,A,090,Insert eye socket implant,PPRRVU2026_Apr_nonQPP.csv,2026
67560,,67560|,11.88,A,090,Revise eye socket implant,PPRRVU2026_Apr_nonQPP.csv,2026
67570,,67570|,14.04,A,090,Decompress optic nerve,PPRRVU2026_Apr_nonQPP.csv,2026
67599,,67599|,0.00,C,YYY,Unlisted procedure orbit,PPRRVU2026_Apr_nonQPP.csv,2026
67700,,67700|,1.37,A,010,Blepharotomy drg absc eyelid,PPRRVU2026_Apr_nonQPP.csv,2026
67710,,67710|,1.04,A,010,Severing tarsorrhaphy,PPRRVU2026_Apr_nonQPP.csv,2026
67715,,67715|,1.24,A,010,Canthotomy,PPRRVU2026_Apr_nonQPP.csv,2026
67800,,67800|,1.37,A,010,Remove eyelid lesion,PPRRVU2026_Apr_nonQPP.csv,2026
67801,,67801|,1.86,A,010,Remove eyelid lesions,PPRRVU2026_Apr_nonQPP.csv,2026
67805,,67805|,2.21,A,010,Remove eyelid lesions,PPRRVU2026_Apr_nonQPP.csv,2026
67808,,67808|,4.49,A,090,Remove eyelid lesion(s),PPRRVU2026_Apr_nonQPP.csv,2026
67810,,67810|,1.15,A,000,Incal bx eyelid skn lid mrgn,PPRRVU2026_Apr_nonQPP.csv,2026
67820,,67820|,0.31,A,000,Revise eyelashes,PPRRVU2026_Apr_nonQPP.csv,2026
67825,,67825|,1.39,A,010,Revise eyelashes,PPRRVU2026_Apr_nonQPP.csv,2026
67830,,67830|,1.71,A,010,Revise eyelashes,PPRRVU2026_Apr_nonQPP.csv,2026
67835,,67835|,5.56,A,090,Revise eyelashes,PPRRVU2026_Apr_nonQPP.csv,2026
67840,,67840|,2.04,A,010,Remove eyelid lesion,PPRRVU2026_Apr_nonQPP.csv,2026
67850,,67850|,1.70,A,010,Dstrj lesion lid margin <1cm,PPRRVU2026_Apr_nonQPP.csv,2026
67875,,67875|,1.32,A,000,Closure of eyelid by suture,PPRRVU2026_Apr_nonQPP.csv,2026
67880,,67880|,4.49,A,090,Revision of eyelid,PPRRVU2026_Apr_nonQPP.csv,2026
67882,,67882|,5.87,A,090,Revision of eyelid,PPRRVU2026_Apr_nonQPP.csv,2026
67900,,67900|,6.65,A,090,Repair brow defect,PPRRVU2026_Apr_nonQPP.csv,2026
67901,,67901|,7.40,A,090,Repair eyelid defect,PPRRVU2026_Apr_nonQPP.csv,2026
67902,,67902|,9.57,A,090,Repair eyelid defect,PPRRVU2026_Apr_nonQPP.csv,2026
67903,,67903|,6.35,A,090,Repair eyelid defect,PPRRVU2026_Apr_nonQPP.csv,2026
67904,,67904|,7.77,A,090,Repair eyelid defect,PPRRVU2026_Apr_nonQPP.csv,2026
67906,,67906|,6.76,A,090,Repair eyelid defect,PPRRVU2026_Apr_nonQPP.csv,2026
67908,,67908|,5.17,A,090,Repair eyelid defect,PPRRVU2026_Apr_nonQPP.csv,2026
67909,,67909|,5.43,A,090,Revise eyelid defect,PPRRVU2026_Apr_nonQPP.csv,2026
67911,,67911|,7.31,A,090,Revise eyelid defect,PPRRVU2026_Apr_nonQPP.csv,2026
67912,,67912|,6.20,A,090,Correction eyelid w/implant,PPRRVU2026_Apr_nonQPP.csv,2026
67914,,67914|,3.66,A,090,Repair eyelid defect,PPRRVU2026_Apr_nonQPP.csv,2026
67915,,67915|,1.98,A,090,Repair eyelid defect,PPRRVU2026_Apr_nonQPP.csv,2026
67916,,67916|,5.34,A,090,Repair eyelid defect,PPRRVU2026_Apr_nonQPP.csv,2026
67917,,67917|,5.78,A,090,Repair eyelid defect,PPRRVU2026_Apr_nonQPP.csv,2026
67921,,67921|,3.38,A,090,Repair eyelid defect,PPRRVU2026_Apr_nonQPP.csv,2026
67922,,67922|,1.98,A,090,Repair eyelid defect,PPRRVU2026_Apr_nonQPP.csv,2026
67923,,67923|,5.34,A,090,Repair eyelid defect,PPRRVU2026_Apr_nonQPP.csv,2026
67924,,67924|,5.78,A,090,Repair eyelid defect,PPRRVU2026_Apr_nonQPP.csv,2026
67930,,67930|,3.56,A,010,Repair eyelid wound,PPRRVU2026_Apr_nonQPP.csv,2026
67935,,67935|,6.20,A,090,Repair eyelid wound,PPRRVU2026_Apr_nonQPP.csv,2026
67938,,67938|,1.35,A,010,Remove eyelid foreign body,PPRRVU2026_Apr_nonQPP.csv,2026
67950,,67950|,5.84,A,090,Revision of eyelid,PPRRVU2026_Apr_nonQPP.csv,2026
67961,,67961|,5.71,A,090,Revision of eyelid,PPRRVU2026_Apr_nonQPP.csv,2026
67966,,67966|,8.75,A,090,Revision of eyelid,PPRRVU2026_Apr_nonQPP.csv,2026
67971,,67971|,9.76,A,090,Reconstruction of eyelid,PPRRVU2026_Apr_nonQPP.csv,2026
67973,,67973|,12.80,A,090,Reconstruction of eyelid,PPRRVU2026_Apr_nonQPP.csv,2026
67974,,67974|,12.77,A,090,Reconstruction of eyelid,PPRRVU2026_Apr_nonQPP.csv,2026
67975,,67975|,9.12,A,090,Reconstruction of eyelid,PPRRVU2026_Apr_nonQPP.csv,2026
67999,,67999|,0.00,C,YYY,Unlisted procedure eyelids,PPRRVU2026_Apr_nonQPP.csv,2026
68020,,68020|,1.38,A,010,Incise/drain eyelid lining,PPRRVU2026_Apr_nonQPP.csv,2026
68040,,68040|,0.83,A,000,Treatment of eyelid lesions,PPRRVU2026_Apr_nonQPP.csv,2026
68100,,68100|,1.32,A,000,Biopsy conjunctiva,PPRRVU2026_Apr_nonQPP.csv,2026
68110,,68110|,1.77,A,010,Exc les conjunctiva <1 cm,PPRRVU2026_Apr_nonQPP.csv,2026
68115,,68115|,2.35,A,010,Exc les conjunctiva >1 cm,PPRRVU2026_Apr_nonQPP.csv,2026
68130,,68130|,4.97,A,090,Exc les conjunctiva adj scl,PPRRVU2026_Apr_nonQPP.csv,2026
68135,,68135|,1.84,A,010,Destruction les conjunctiva,PPRRVU2026_Apr_nonQPP.csv,2026
68200,,68200|,0.48,A,000,Treat eyelid by injection,PPRRVU2026_Apr_nonQPP.csv,2026
68320,,68320|,6.47,A,090,Revise/graft eyelid lining,PPRRVU2026_Apr_nonQPP.csv,2026
68325,,68325|,8.41,A,090,Revise/graft eyelid lining,PPRRVU2026_Apr_nonQPP.csv,2026
68326,,68326|,8.21,A,090,Revise/graft eyelid lining,PPRRVU2026_Apr_nonQPP.csv,2026
68328,,68328|,9.21,A,090,Revise/graft eyelid lining,PPRRVU2026_Apr_nonQPP.csv,2026
68330,,68330|,5.64,A,090,Revise eyelid lining,PPRRVU2026_Apr_nonQPP.csv,2026
68335,,68335|,8.25,A,090,Revise/graft eyelid lining,PPRRVU2026_Apr_nonQPP.csv,2026
68340,,68340|,4.85,A,090,Separate eyelid adhesions,PPRRVU2026_Apr_nonQPP.csv,2026
68360,,68360|,5.04,A,090,Revise eyelid lining,PPRRVU2026_Apr_nonQPP.csv,2026
68362,,68362|,8.39,A,090,Revise eyelid lining,PPRRVU2026_Apr_nonQPP.csv,2026
68371,,68371|,4.96,A,010,Harvest eye tissue alograft,PPRRVU2026_Apr_nonQPP.csv,2026
68399,,68399|,0.00,C,YYY,Unlisted px conjunctiva,PPRRVU2026_Apr_nonQPP.csv,2026
68400,,68400|,1.70,A,010,I&d lacrimal gland,PPRRVU2026_Apr_nonQPP.csv,2026
68420,,68420|,2.29,A,010,I&d lacrimal sac,PPRRVU2026_Apr_nonQPP.csv,2026
68440,,68440|,0.97,A,010,Snip inc lacrimal punctum,PPRRVU2026_Apr_nonQPP.csv,2026
68500,,68500|,12.45,A,090,Removal of tear gland,PPRRVU2026_Apr_nonQPP.csv,2026
68505,,68505|,12.37,A,090,Partial removal tear gland,PPRRVU2026_Apr_nonQPP.csv,2026
68510,,68510|,4.49,A,000,Biopsy of tear gland,PPRRVU2026_Apr_nonQPP.csv,2026
68520,,68520|,8.56,A,090,Removal of tear sac,PPRRVU2026_Apr_nonQPP.csv,2026
68525,,68525|,4.31,A,000,Biopsy of tear sac,PPRRVU2026_Apr_nonQPP.csv,2026
68530,,68530|,3.61,A,010,Clearance of tear duct,PPRRVU2026_Apr_nonQPP.csv,2026
68540,,68540|,11.88,A,090,Remove tear gland lesion,PPRRVU2026_Apr_nonQPP.csv,2026
68550,,68550|,14.78,A,090,Remove tear gland lesion,PPRRVU2026_Apr_nonQPP.csv,2026
68700,,68700|,7.67,A,090,Repair tear ducts,PPRRVU2026_Apr_nonQPP.csv,2026
68705,,68705|,2.06,A,010,Revise tear duct opening,PPRRVU2026_Apr_nonQPP.csv,2026
68720,,68720|,9.71,A,090,Create tear sac drain,PPRRVU2026_Apr_nonQPP.csv,2026
68745,,68745|,9.65,A,090,Create tear duct drain,PPRRVU2026_Apr_nonQPP.csv,2026
68750,,68750|,9.85,A,090,Create tear duct drain,PPRRVU2026_Apr_nonQPP.csv,2026
68760,,68760|,1.74,A,010,Close tear duct opening,PPRRVU2026_Apr_nonQPP.csv,2026
68761,,68761|,1.37,A,010,Close tear duct opening,PPRRVU2026_Apr_nonQPP.csv,2026
68770,,68770|,8.08,A,090,Close tear system fistula,PPRRVU2026_Apr_nonQPP.csv,2026
68801,,68801|,0.80,A,010,Dilate tear duct opening,PPRRVU2026_Apr_nonQPP.csv,2026
68810,,68810|,1.50,A,010,Probe nasolacrimal duct,PPRRVU2026_Apr_nonQPP.csv,2026
68811,,68811|,1.70,A,010,Probe nasolacrimal duct,PPRRVU2026_Apr_nonQPP.csv,2026
68815,,68815|,2.63,A,010,Probe nasolacrimal duct,PPRRVU2026_Apr_nonQPP.csv,2026
68816,,68816|,2.05,A,010,Probe nl duct w/balloon,PPRRVU2026_Apr_nonQPP.csv,2026
68840,,68840|,1.27,A,010,Explore/irrigate tear ducts,PPRRVU2026_Apr_nonQPP.csv,2026
68841,,68841|,0.48,A,000,Insj rx elut implt lac canal,PPRRVU2026_Apr_nonQPP.csv,2026
68850,,68850|,0.78,A,000,Injection for tear sac x-ray,PPRRVU2026_Apr_nonQPP.csv,2026
68899,,68899|,0.00,C,YYY,Unlisted px lacrimal system,PPRRVU2026_Apr_nonQPP.csv,2026
69000,,69000|,1.46,A,010,Drg xtrnl ear absc/hem smpl,PPRRVU2026_Apr_nonQPP.csv,2026
69005,,69005|,2.11,A,010,Drg xtrnl ear absc/hem comp,PPRRVU2026_Apr_nonQPP.csv,2026
69020,,69020|,1.49,A,010,Drg xtrnl aud canal abscess,PPRRVU2026_Apr_nonQPP.csv,2026
69090,,69090|,0.00,N,XXX,Ear piercing,PPRRVU2026_Apr_nonQPP.csv,2026
69100,,69100|,0.79,A,000,Biopsy of external ear,PPRRVU2026_Apr_nonQPP.csv,2026
69105,,69105|,0.83,A,000,Biopsy of external ear canal,PPRRVU2026_Apr_nonQPP.csv,2026
69110,,69110|,3.44,A,090,Remove external ear partial,PPRRVU2026_Apr_nonQPP.csv,2026
69120,,69120|,4.04,A,090,Removal of external ear,PPRRVU2026_Apr_nonQPP.csv,2026
69140,,69140|,7.94,A,090,Remove ear canal lesion(s),PPRRVU2026_Apr_nonQPP.csv,2026
69145,,69145|,2.63,A,090,Remove ear canal lesion(s),PPRRVU2026_Apr_nonQPP.csv,2026
69150,,69150|,13.27,A,090,Extensive ear canal surgery,PPRRVU2026_Apr_nonQPP.csv,2026
69155,,69155|,22.77,A,090,Extensive ear/neck surgery,PPRRVU2026_Apr_nonQPP.csv,2026
69200,,69200|,0.75,A,000,Clear outer ear canal,PPRRVU2026_Apr_nonQPP.csv,2026
69205,,69205|,1.18,A,010,Clear outer ear canal,PPRRVU2026_Apr_nonQPP.csv,2026
69209,,69209|,0.00,A,000,Remove impacted ear wax uni,PPRRVU2026_Apr_nonQPP.csv,2026
69210,,69210|,0.59,A,000,Remove impacted ear wax uni,PPRRVU2026_Apr_nonQPP.csv,2026
69220,,69220|,0.81,A,000,Clean out mastoid cavity,PPRRVU2026_Apr_nonQPP.csv,2026
69222,,69222|,1.41,A,010,Clean out mastoid cavity,PPRRVU2026_Apr_nonQPP.csv,2026
69300,,69300|,6.44,R,YYY,Revise external ear,PPRRVU2026_Apr_nonQPP.csv,2026
69310,,69310|,10.70,A,090,Rebuild outer ear canal,PPRRVU2026_Apr_nonQPP.csv,2026
69320,,69320|,16.75,A,090,Rebuild outer ear canal,PPRRVU2026_Apr_nonQPP.csv,2026
69399,,69399|,0.00,C,YYY,Unlisted px external ear,PPRRVU2026_Apr_nonQPP.csv,2026
69420,,69420|,1.35,A,010,Incision of eardrum,PPRRVU2026_Apr_nonQPP.csv,2026
69421,,69421|,1.74,A,010,Incision of eardrum,PPRRVU2026_Apr_nonQPP.csv,2026
69424,,69424|,0.83,A,000,Remove ventilating tube,PPRRVU2026_Apr_nonQPP.csv,2026
69433,,69433|,1.53,A,010,Create eardrum opening,PPRRVU2026_Apr_nonQPP.csv,2026
69436,,69436|,1.96,A,010,Create eardrum opening,PPRRVU2026_Apr_nonQPP.csv,2026
69440,,69440|,7.52,A,090,Exploration of middle ear,PPRRVU2026_Apr_nonQPP.csv,2026
69450,,69450|,5.55,A,090,Eardrum revision,PPRRVU2026_Apr_nonQPP.csv,2026
69501,,69501|,8.98,A,090,Mastoidectomy,PPRRVU2026_Apr_nonQPP.csv,2026
69502,,69502|,12.25,A,090,Mastoidectomy,PPRRVU2026_Apr_nonQPP.csv,2026
69505,,69505|,12.84,A,090,Remove mastoid structures,PPRRVU2026_Apr_nonQPP.csv,2026
69511,,69511|,13.36,A,090,Extensive mastoid surgery,PPRRVU2026_Apr_nonQPP.csv,2026
69530,,69530|,19.87,A,090,Extensive mastoid surgery,PPRRVU2026_Apr_nonQPP.csv,2026
69535,,69535|,36.48,A,090,Remove part of temporal bone,PPRRVU2026_Apr_nonQPP.csv,2026
69540,,69540|,1.22,A,010,Excision aural polyp,PPRRVU2026_Apr_nonQPP.csv,2026
69550,,69550|,10.87,A,090,Exc aurl glomus tum trnscanl,PPRRVU2026_Apr_nonQPP.csv,2026
69552,,69552|,19.31,A,090,Exc aurl glomus tum trnsmstd,PPRRVU2026_Apr_nonQPP.csv,2026
69554,,69554|,35.07,A,090,Exc aurl glomus tum extended,PPRRVU2026_Apr_nonQPP.csv,2026
69601,,69601|,13.11,A,090,Revj mstdc rsltg compl mstdc,PPRRVU2026_Apr_nonQPP.csv,2026
69602,,69602|,13.42,A,090,Rev mstdc rslt mod rad mstdc,PPRRVU2026_Apr_nonQPP.csv,2026
69603,,69603|,13.85,A,090,Revj mstdc rsltg rad mstdc,PPRRVU2026_Apr_nonQPP.csv,2026
69604,,69604|,13.85,A,090,Revj mstdc rsltg tympanplsty,PPRRVU2026_Apr_nonQPP.csv,2026
69610,,69610|,4.36,A,010,Tympanic membrane repair,PPRRVU2026_Apr_nonQPP.csv,2026
69620,,69620|,5.88,A,090,Myringoplasty,PPRRVU2026_Apr_nonQPP.csv,2026
69631,,69631|,9.80,A,090,Repair eardrum structures,PPRRVU2026_Apr_nonQPP.csv,2026
69632,,69632|,12.64,A,090,Rebuild eardrum structures,PPRRVU2026_Apr_nonQPP.csv,2026
69633,,69633|,12.00,A,090,Rebuild eardrum structures,PPRRVU2026_Apr_nonQPP.csv,2026
69635,,69635|,13.17,A,090,Repair eardrum structures,PPRRVU2026_Apr_nonQPP.csv,2026
69636,,69636|,15.04,A,090,Rebuild eardrum structures,PPRRVU2026_Apr_nonQPP.csv,2026
69637,,69637|,14.94,A,090,Rebuild eardrum structures,PPRRVU2026_Apr_nonQPP.csv,2026
69641,,69641|,12.57,A,090,Revise middle ear & mastoid,PPRRVU2026_Apr_nonQPP.csv,2026
69642,,69642|,16.63,A,090,Revise middle ear & mastoid,PPRRVU2026_Apr_nonQPP.csv,2026
69643,,69643|,15.20,A,090,Revise middle ear & mastoid,PPRRVU2026_Apr_nonQPP.csv,2026
69644,,69644|,16.80,A,090,Revise middle ear & mastoid,PPRRVU2026_Apr_nonQPP.csv,2026
69645,,69645|,16.29,A,090,Revise middle ear & mastoid,PPRRVU2026_Apr_nonQPP.csv,2026
69646,,69646|,17.91,A,090,Revise middle ear & mastoid,PPRRVU2026_Apr_nonQPP.csv,2026
69650,,69650|,9.56,A,090,Stapes mobilization,PPRRVU2026_Apr_nonQPP.csv,2026
69660,,69660|,11.73,A,090,Revise middle ear bone,PPRRVU2026_Apr_nonQPP.csv,2026
69661,,69661|,15.52,A,090,Revise middle ear bone,PPRRVU2026_Apr_nonQPP.csv,2026
69662,,69662|,15.21,A,090,Revise middle ear bone,PPRRVU2026_Apr_nonQPP.csv,2026
69666,,69666|,9.64,A,090,Repair middle ear structures,PPRRVU2026_Apr_nonQPP.csv,2026
69667,,69667|,9.65,A,090,Repair middle ear structures,PPRRVU2026_Apr_nonQPP.csv,2026
69670,,69670|,11.44,A,090,Remove mastoid air cells,PPRRVU2026_Apr_nonQPP.csv,2026
69676,,69676|,9.45,A,090,Remove middle ear nerve,PPRRVU2026_Apr_nonQPP.csv,2026
69700,,69700|,8.16,A,090,Close mastoid fistula,PPRRVU2026_Apr_nonQPP.csv,2026
69705,,69705|,2.93,A,000,Nps surg dilat eust tube uni,PPRRVU2026_Apr_nonQPP.csv,2026
69706,,69706|,4.16,A,000,Nps surg dilat eust tube bi,PPRRVU2026_Apr_nonQPP.csv,2026
69710,,69710|,0.00,N,XXX,Implant/replace hearing aid,PPRRVU2026_Apr_nonQPP.csv,2026
69711,,69711|,10.35,A,090,Remove/repair hearing aid,PPRRVU2026_Apr_nonQPP.csv,2026
69714,,69714|,6.51,A,090,Impl oi implt skull perq esp,PPRRVU2026_Apr_nonQPP.csv,2026
69716,,69716|,8.80,A,090,Impl oi implt sk tc esp<100,PPRRVU2026_Apr_nonQPP.csv,2026
69717,,69717|,7.71,A,090,Rplcmt oi implt skl prq esp,PPRRVU2026_Apr_nonQPP.csv,2026
69719,,69719|,9.22,A,090,Rplcm oi implt sk tc esp<100,PPRRVU2026_Apr_nonQPP.csv,2026
69720,,69720|,14.34,A,090,Release facial nerve,PPRRVU2026_Apr_nonQPP.csv,2026
69725,,69725|,26.95,A,090,Release facial nerve,PPRRVU2026_Apr_nonQPP.csv,2026
69726,,69726|,6.20,A,090,Rmv ntr oi implt skl prq esp,PPRRVU2026_Apr_nonQPP.csv,2026
