code,modifier,canonical_key,work_rvu,status_indicator,global_indicator,description,source_file,source_year
0001F,,0001F|,0.00,I,XXX,Heart failure composite,PPRRVU2026_Apr_nonQPP.csv,2026
0005F,,0005F|,0.00,I,XXX,Osteoarthritis composite,PPRRVU2026_Apr_nonQPP.csv,2026
00100,,00100|,0.00,J,XXX,Anes px salivary gland w/bx,PPRRVU2026_Apr_nonQPP.csv,2026
00102,,00102|,0.00,J,XXX,Anes px plstc rpr cleft lip,PPRRVU2026_Apr_nonQPP.csv,2026
00103,,00103|,0.00,J,XXX,Anes rcnstv px eyelid,PPRRVU2026_Apr_nonQPP.csv,2026
00104,,00104|,0.00,J,XXX,Anes electroconvulsive ther,PPRRVU2026_Apr_nonQPP.csv,2026
00120,,00120|,0.00,J,XXX,Anes px ear w/bx nos,PPRRVU2026_Apr_nonQPP.csv,2026
00124,,00124|,0.00,J,XXX,Anes px ear otoscopy,PPRRVU2026_Apr_nonQPP.csv,2026
00126,,00126|,0.00,J,XXX,Anes px ear tympanotomy,PPRRVU2026_Apr_nonQPP.csv,2026
0012F,,0012F|,0.00,I,XXX,Cap bacterial assess,PPRRVU2026_Apr_nonQPP.csv,2026
00140,,00140|,0.00,J,XXX,Anes procedures on eye nos,PPRRVU2026_Apr_nonQPP.csv,2026
00142,,00142|,0.00,J,XXX,Anes px on eye lens surgery,PPRRVU2026_Apr_nonQPP.csv,2026
00144,,00144|,0.00,J,XXX,Anes px eye corneal trnspl,PPRRVU2026_Apr_nonQPP.csv,2026
00145,,00145|,0.00,J,XXX,Anes px eye vitreortnl surg,PPRRVU2026_Apr_nonQPP.csv,2026
00147,,00147|,0.00,J,XXX,Anes px on eye iridectomy,PPRRVU2026_Apr_nonQPP.csv,2026
00148,,00148|,0.00,J,XXX,Anes px eye ophthalmoscopy,PPRRVU2026_Apr_nonQPP.csv,2026
0014F,,0014F|,0.00,I,XXX,Comp preop assess cat surg,PPRRVU2026_Apr_nonQPP.csv,2026
0015F,,0015F|,0.00,I,XXX,Melan follow-up complete,PPRRVU2026_Apr_nonQPP.csv,2026
00160,,00160|,0.00,J,XXX,Anes px nose&sinus nos,PPRRVU2026_Apr_nonQPP.csv,2026
00162,,00162|,0.00,J,XXX,Anes px nose&sinus rad surg,PPRRVU2026_Apr_nonQPP.csv,2026
00164,,00164|,0.00,J,XXX,Anes px nose&sins bx sft tis,PPRRVU2026_Apr_nonQPP.csv,2026
00170,,00170|,0.00,J,XXX,Anes intraoral px nos,PPRRVU2026_Apr_nonQPP.csv,2026
00172,,00172|,0.00,J,XXX,Anes ntroral px rpr clft pal,PPRRVU2026_Apr_nonQPP.csv,2026
00174,,00174|,0.00,J,XXX,Anes ntrorl exc rtrphrng tum,PPRRVU2026_Apr_nonQPP.csv,2026
00176,,00176|,0.00,J,XXX,Anes intraoral px rad surg,PPRRVU2026_Apr_nonQPP.csv,2026
00190,,00190|,0.00,J,XXX,Anes px facial b1/skull nos,PPRRVU2026_Apr_nonQPP.csv,2026
00192,,00192|,0.00,J,XXX,Anes px fcl b1/skl rad surg,PPRRVU2026_Apr_nonQPP.csv,2026
00210,,00210|,0.00,J,XXX,Anes intracranial px nos,PPRRVU2026_Apr_nonQPP.csv,2026
00211,,00211|,0.00,J,XXX,Anes icr px crnec/crnot hmtm,PPRRVU2026_Apr_nonQPP.csv,2026
00212,,00212|,0.00,J,XXX,Anes icr px subdural taps,PPRRVU2026_Apr_nonQPP.csv,2026
00214,,00214|,0.00,J,XXX,Anes icr px burr holes,PPRRVU2026_Apr_nonQPP.csv,2026
00215,,00215|,0.00,J,XXX,Anes icr px crnop/elvtn fx,PPRRVU2026_Apr_nonQPP.csv,2026
00216,,00216|,0.00,J,XXX,Anes icr px vascular px,PPRRVU2026_Apr_nonQPP.csv,2026
00218,,00218|,0.00,J,XXX,Anes icr px in sitting pos,PPRRVU2026_Apr_nonQPP.csv,2026
00220,,00220|,0.00,J,XXX,Anes icr px csf shunting px,PPRRVU2026_Apr_nonQPP.csv,2026
00222,,00222|,0.00,J,XXX,Anes icr px ecoag icr nrv,PPRRVU2026_Apr_nonQPP.csv,2026
00300,,00300|,0.00,J,XXX,Anes all px integ h/n/ptrunk,PPRRVU2026_Apr_nonQPP.csv,2026
00320,,00320|,0.00,J,XXX,Anes all px neck nos 1yr/>,PPRRVU2026_Apr_nonQPP.csv,2026
00322,,00322|,0.00,J,XXX,Anes all px nck ndl bx thyr,PPRRVU2026_Apr_nonQPP.csv,2026
00326,,00326|,0.00,J,XXX,Anes all px larynx&trach<1yr,PPRRVU2026_Apr_nonQPP.csv,2026
00350,,00350|,0.00,J,XXX,Anes px major vsl neck nos,PPRRVU2026_Apr_nonQPP.csv,2026
00352,,00352|,0.00,J,XXX,Anes px maj vsl nck smpl lig,PPRRVU2026_Apr_nonQPP.csv,2026
00400,,00400|,0.00,J,XXX,Anes integumentary sys nos,PPRRVU2026_Apr_nonQPP.csv,2026
00402,,00402|,0.00,J,XXX,Anes integ sys rcnstv breast,PPRRVU2026_Apr_nonQPP.csv,2026
00404,,00404|,0.00,J,XXX,Anes integ sys rad/modf brst,PPRRVU2026_Apr_nonQPP.csv,2026
00406,,00406|,0.00,J,XXX,Anes integ sys rad brst dsj,PPRRVU2026_Apr_nonQPP.csv,2026
00410,,00410|,0.00,J,XXX,Anes integ sys conv arrhyt,PPRRVU2026_Apr_nonQPP.csv,2026
00450,,00450|,0.00,J,XXX,Anes px clav&scapula nos,PPRRVU2026_Apr_nonQPP.csv,2026
00454,,00454|,0.00,J,XXX,Anes px clav&scapula bx clav,PPRRVU2026_Apr_nonQPP.csv,2026
00470,,00470|,0.00,J,XXX,Anes partial rib rescj nos,PPRRVU2026_Apr_nonQPP.csv,2026
00472,,00472|,0.00,J,XXX,Anes prtl rib rescj thoracop,PPRRVU2026_Apr_nonQPP.csv,2026
00474,,00474|,0.00,J,XXX,Anes prtl rib rescj rad px,PPRRVU2026_Apr_nonQPP.csv,2026
00500,,00500|,0.00,J,XXX,Anes all px on esophagus,PPRRVU2026_Apr_nonQPP.csv,2026
00520,,00520|,0.00,J,XXX,Anes closed chest px nos,PPRRVU2026_Apr_nonQPP.csv,2026
00522,,00522|,0.00,J,XXX,Anes clsd ch px ndl bx pleur,PPRRVU2026_Apr_nonQPP.csv,2026
00524,,00524|,0.00,J,XXX,Anes clsd ch px pneumocents,PPRRVU2026_Apr_nonQPP.csv,2026
00528,,00528|,0.00,J,XXX,Anes clsd ch mediast&thrc wo,PPRRVU2026_Apr_nonQPP.csv,2026
00529,,00529|,0.00,J,XXX,Anes clsd ch mediast&thrc w/,PPRRVU2026_Apr_nonQPP.csv,2026
00530,,00530|,0.00,J,XXX,Anes perm transvns pm insj,PPRRVU2026_Apr_nonQPP.csv,2026
00532,,00532|,0.00,J,XXX,Anes access ctr venous crcj,PPRRVU2026_Apr_nonQPP.csv,2026
00534,,00534|,0.00,J,XXX,Anes insertion/rplcmt cvdfb,PPRRVU2026_Apr_nonQPP.csv,2026
00537,,00537|,0.00,J,XXX,Anes cardiac ep procedures,PPRRVU2026_Apr_nonQPP.csv,2026
00539,,00539|,0.00,J,XXX,Anes tracheobronchial rcnstj,PPRRVU2026_Apr_nonQPP.csv,2026
00540,,00540|,0.00,J,XXX,Anes thoracotomy px nos,PPRRVU2026_Apr_nonQPP.csv,2026
00541,,00541|,0.00,J,XXX,Anes thrcm px 1 lung vntj,PPRRVU2026_Apr_nonQPP.csv,2026
00542,,00542|,0.00,J,XXX,Anes thrcm px decortication,PPRRVU2026_Apr_nonQPP.csv,2026
00546,,00546|,0.00,J,XXX,Anes thrcm px pulm rescj,PPRRVU2026_Apr_nonQPP.csv,2026
00548,,00548|,0.00,J,XXX,Anes thrcm px trach&bronchi,PPRRVU2026_Apr_nonQPP.csv,2026
0054T,,0054T|,0.00,C,XXX,Bone srgry cmptr fluor image,PPRRVU2026_Apr_nonQPP.csv,2026
00550,,00550|,0.00,J,XXX,Anes for sternal debridement,PPRRVU2026_Apr_nonQPP.csv,2026
0055T,,0055T|,0.00,C,XXX,Bone srgry cmptr ct/mri imag,PPRRVU2026_Apr_nonQPP.csv,2026
00560,,00560|,0.00,J,XXX,Anes px heart w/o pump oxtj,PPRRVU2026_Apr_nonQPP.csv,2026
00561,,00561|,0.00,J,XXX,Anes px heart w/pump<1 yr,PPRRVU2026_Apr_nonQPP.csv,2026
00562,,00562|,0.00,J,XXX,Anes px hrt w/pump age 1yr+,PPRRVU2026_Apr_nonQPP.csv,2026
00563,,00563|,0.00,J,XXX,Anes px heart w/pmp crc arst,PPRRVU2026_Apr_nonQPP.csv,2026
00566,,00566|,0.00,J,XXX,Anes direct cabg w/o pump,PPRRVU2026_Apr_nonQPP.csv,2026
00567,,00567|,0.00,J,XXX,Anes direct cabg w/pump,PPRRVU2026_Apr_nonQPP.csv,2026
00580,,00580|,0.00,J,XXX,Anes heart/lung transplant,PPRRVU2026_Apr_nonQPP.csv,2026
00600,,00600|,0.00,J,XXX,Anes px crv spine&cord nos,PPRRVU2026_Apr_nonQPP.csv,2026
00604,,00604|,0.00,J,XXX,Anes px crv spn&cord sitting,PPRRVU2026_Apr_nonQPP.csv,2026
00620,,00620|,0.00,J,XXX,Anes px thrc spine&cord nos,PPRRVU2026_Apr_nonQPP.csv,2026
00625,,00625|,0.00,J,XXX,Anes thrc spine wo 1lng vent,PPRRVU2026_Apr_nonQPP.csv,2026
00626,,00626|,0.00,J,XXX,Anes thrc spine w/1 lng vent,PPRRVU2026_Apr_nonQPP.csv,2026
00630,,00630|,0.00,J,XXX,Anes px lumbar region nos,PPRRVU2026_Apr_nonQPP.csv,2026
00632,,00632|,0.00,J,XXX,Anes px lumbar sympathectomy,PPRRVU2026_Apr_nonQPP.csv,2026
00635,,00635|,0.00,J,XXX,Anes dx/ther lumbar pnxr,PPRRVU2026_Apr_nonQPP.csv,2026
00640,,00640|,0.00,J,XXX,Anes spine manipulation,PPRRVU2026_Apr_nonQPP.csv,2026
00670,,00670|,0.00,J,XXX,Anes xtnsv sp&spi cord px,PPRRVU2026_Apr_nonQPP.csv,2026
00700,,00700|,0.00,J,XXX,Anes px upr ant abd wall nos,PPRRVU2026_Apr_nonQPP.csv,2026
00702,,00702|,0.00,J,XXX,Anes upr ant abd wall lvr bx,PPRRVU2026_Apr_nonQPP.csv,2026
0071T,,0071T|,0.00,C,XXX,Us leiomyomata ablate <200,PPRRVU2026_Apr_nonQPP.csv,2026
0072T,,0072T|,0.00,C,XXX,Fcsd us abltj leiomyom>=200,PPRRVU2026_Apr_nonQPP.csv,2026
00730,,00730|,0.00,J,XXX,Anes px upper pst abdl wall,PPRRVU2026_Apr_nonQPP.csv,2026
00731,,00731|,0.00,J,XXX,Anes upr gi ndsc px nos,PPRRVU2026_Apr_nonQPP.csv,2026
00732,,00732|,0.00,J,XXX,Anes upr gi ndsc px ercp,PPRRVU2026_Apr_nonQPP.csv,2026
00750,,00750|,0.00,J,XXX,Anes hrna rpr upr abd nos,PPRRVU2026_Apr_nonQPP.csv,2026
00752,,00752|,0.00,J,XXX,Anes hrna rpr lmbr&vnt&/dehs,PPRRVU2026_Apr_nonQPP.csv,2026
00754,,00754|,0.00,J,XXX,Anes hrna rpr omphalocele,PPRRVU2026_Apr_nonQPP.csv,2026
00756,,00756|,0.00,J,XXX,Anes hrna rpr diphrg hrna,PPRRVU2026_Apr_nonQPP.csv,2026
0075T,,0075T|,0.00,C,XXX,Perq stent/chest vert art,PPRRVU2026_Apr_nonQPP.csv,2026
0075T,26,0075T|26,0.00,C,XXX,Perq stent/chest vert art,PPRRVU2026_Apr_nonQPP.csv,2026
0075T,TC,0075T|TC,0.00,C,XXX,Perq stent/chest vert art,PPRRVU2026_Apr_nonQPP.csv,2026
0076T,,0076T|,0.00,C,XXX,S&i stent/chest vert art,PPRRVU2026_Apr_nonQPP.csv,2026
0076T,26,0076T|26,0.00,C,XXX,S&i stent/chest vert art,PPRRVU2026_Apr_nonQPP.csv,2026
0076T,TC,0076T|TC,0.00,C,XXX,S&i stent/chest vert art,PPRRVU2026_Apr_nonQPP.csv,2026
00770,,00770|,0.00,J,XXX,Anes px maj abd blood vessel,PPRRVU2026_Apr_nonQPP.csv,2026
00790,,00790|,0.00,J,XXX,Anes iper upr abd nos,PPRRVU2026_Apr_nonQPP.csv,2026
00792,,00792|,0.00,J,XXX,Anes iper upr abd prtl hptc,PPRRVU2026_Apr_nonQPP.csv,2026
00794,,00794|,0.00,J,XXX,Anes iper upr abd pncrtect,PPRRVU2026_Apr_nonQPP.csv,2026
00796,,00796|,0.00,J,XXX,Anes iper upr abd lvr trnspl,PPRRVU2026_Apr_nonQPP.csv,2026
00797,,00797|,0.00,J,XXX,Anes iper upr abd gstr px mo,PPRRVU2026_Apr_nonQPP.csv,2026
00800,,00800|,0.00,J,XXX,Anes px lwr ant abdl wal nos,PPRRVU2026_Apr_nonQPP.csv,2026
00802,,00802|,0.00,J,XXX,Anes px lwr abdl wal pannic,PPRRVU2026_Apr_nonQPP.csv,2026
00811,,00811|,0.00,J,XXX,Anes lwr intst ndsc nos,PPRRVU2026_Apr_nonQPP.csv,2026
00812,,00812|,0.00,J,XXX,Anes lwr intst scr colsc,PPRRVU2026_Apr_nonQPP.csv,2026
00813,,00813|,0.00,J,XXX,Anes upr lwr gi ndsc px,PPRRVU2026_Apr_nonQPP.csv,2026
00820,,00820|,0.00,J,XXX,Anes px lwr post abdl wall,PPRRVU2026_Apr_nonQPP.csv,2026
00830,,00830|,0.00,J,XXX,Anes hernia rpr lwr abd nos,PPRRVU2026_Apr_nonQPP.csv,2026
00832,,00832|,0.00,J,XXX,Anes hernia repair vnt&incal,PPRRVU2026_Apr_nonQPP.csv,2026
00834,,00834|,0.00,J,XXX,Anes hernia repair<1 yr age,PPRRVU2026_Apr_nonQPP.csv,2026
00836,,00836|,0.00,J,XXX,Anes hrna rpr<37wk brth<50,PPRRVU2026_Apr_nonQPP.csv,2026
00840,,00840|,0.00,J,XXX,Anes iper px lower abd nos,PPRRVU2026_Apr_nonQPP.csv,2026
00842,,00842|,0.00,J,XXX,Anes iper px amniocentesis,PPRRVU2026_Apr_nonQPP.csv,2026
00844,,00844|,0.00,J,XXX,Anes iper px abdmnprnl rescj,PPRRVU2026_Apr_nonQPP.csv,2026
00846,,00846|,0.00,J,XXX,Anes iper px rad hystrectomy,PPRRVU2026_Apr_nonQPP.csv,2026
00848,,00848|,0.00,J,XXX,Anes iper px pel exentration,PPRRVU2026_Apr_nonQPP.csv,2026
00851,,00851|,0.00,J,XXX,Anes iper px tubal ligation,PPRRVU2026_Apr_nonQPP.csv,2026
00860,,00860|,0.00,J,XXX,Anes xtrprtl px lwr abd nos,PPRRVU2026_Apr_nonQPP.csv,2026
00862,,00862|,0.00,J,XXX,Anes xtrprtl lwr abd rnl px,PPRRVU2026_Apr_nonQPP.csv,2026
00864,,00864|,0.00,J,XXX,Anes xtrprt lwr abd tot cstc,PPRRVU2026_Apr_nonQPP.csv,2026
00865,,00865|,0.00,J,XXX,Anes xtrprt lwr abd prst8ect,PPRRVU2026_Apr_nonQPP.csv,2026
00866,,00866|,0.00,J,XXX,Anes xtrprt lw abd adrnlctmy,PPRRVU2026_Apr_nonQPP.csv,2026
00868,,00868|,0.00,J,XXX,Anes xtrprtl px rnl transpl,PPRRVU2026_Apr_nonQPP.csv,2026
00870,,00870|,0.00,J,XXX,Anes xtrprtl cystolithotomy,PPRRVU2026_Apr_nonQPP.csv,2026
00872,,00872|,0.00,J,XXX,Anes lithotrp esw water bath,PPRRVU2026_Apr_nonQPP.csv,2026
00873,,00873|,0.00,J,XXX,Anes lithotrp esw wo wtr bth,PPRRVU2026_Apr_nonQPP.csv,2026
00880,,00880|,0.00,J,XXX,Anes maj lwr abd vessel nos,PPRRVU2026_Apr_nonQPP.csv,2026
00882,,00882|,0.00,J,XXX,Anes maj lwr adb vsl ivc lig,PPRRVU2026_Apr_nonQPP.csv,2026
00902,,00902|,0.00,J,XXX,Anes anorectal px,PPRRVU2026_Apr_nonQPP.csv,2026
00904,,00904|,0.00,J,XXX,Anes radical perineal px,PPRRVU2026_Apr_nonQPP.csv,2026
00906,,00906|,0.00,J,XXX,Anes vulvectomy,PPRRVU2026_Apr_nonQPP.csv,2026
00908,,00908|,0.00,J,XXX,Anes perineal prostatectomy,PPRRVU2026_Apr_nonQPP.csv,2026
00910,,00910|,0.00,J,XXX,Anes transurethral px nos,PPRRVU2026_Apr_nonQPP.csv,2026
00912,,00912|,0.00,J,XXX,Anes trurl px rescj bldr tum,PPRRVU2026_Apr_nonQPP.csv,2026
00914,,00914|,0.00,J,XXX,Anes trurl px rescj prst8,PPRRVU2026_Apr_nonQPP.csv,2026
00916,,00916|,0.00,J,XXX,Anes trurl px rescj bleeding,PPRRVU2026_Apr_nonQPP.csv,2026
00918,,00918|,0.00,J,XXX,Anes trurl px urtrl cal rmvl,PPRRVU2026_Apr_nonQPP.csv,2026
00920,,00920|,0.00,J,XXX,Anes px male genitalia nos,PPRRVU2026_Apr_nonQPP.csv,2026
00921,,00921|,0.00,J,XXX,Anes px male genitalia vasec,PPRRVU2026_Apr_nonQPP.csv,2026
00922,,00922|,0.00,J,XXX,Anes px male gent sem ves,PPRRVU2026_Apr_nonQPP.csv,2026
00924,,00924|,0.00,J,XXX,Anes male gent undscnd tstis,PPRRVU2026_Apr_nonQPP.csv,2026
00926,,00926|,0.00,J,XXX,Anes male gent rad orch ing,PPRRVU2026_Apr_nonQPP.csv,2026
00928,,00928|,0.00,J,XXX,Anes male gent rad orch abd,PPRRVU2026_Apr_nonQPP.csv,2026
00930,,00930|,0.00,J,XXX,Anes px male gent orchiopexy,PPRRVU2026_Apr_nonQPP.csv,2026
00932,,00932|,0.00,J,XXX,Anes male gent compl amp pns,PPRRVU2026_Apr_nonQPP.csv,2026
00934,,00934|,0.00,J,XXX,Anes rad amp penis ingun lym,PPRRVU2026_Apr_nonQPP.csv,2026
00936,,00936|,0.00,J,XXX,Anes rad amp pns ingun&ilac,PPRRVU2026_Apr_nonQPP.csv,2026
00938,,00938|,0.00,J,XXX,Anes insj penile prosthesis,PPRRVU2026_Apr_nonQPP.csv,2026
00940,,00940|,0.00,J,XXX,Anes vaginal px nos,PPRRVU2026_Apr_nonQPP.csv,2026
00942,,00942|,0.00,J,XXX,Anes vag px clptmy vgnc clpr,PPRRVU2026_Apr_nonQPP.csv,2026
00944,,00944|,0.00,J,XXX,Anes vag px vag hysterectomy,PPRRVU2026_Apr_nonQPP.csv,2026
00948,,00948|,0.00,J,XXX,Anes vag px crv cerclage,PPRRVU2026_Apr_nonQPP.csv,2026
00950,,00950|,0.00,J,XXX,Anes vag px culdoscopy,PPRRVU2026_Apr_nonQPP.csv,2026
00952,,00952|,0.00,J,XXX,Anes vag px hystsc&/hsg,PPRRVU2026_Apr_nonQPP.csv,2026
0095T,,0095T|,0.00,C,XXX,Rmvl artific disc addl crvcl,PPRRVU2026_Apr_nonQPP.csv,2026
0098T,,0098T|,0.00,C,XXX,Rev artific disc addl,PPRRVU2026_Apr_nonQPP.csv,2026
0100T,,0100T|,0.00,C,XXX,Prosth retina receive&gen,PPRRVU2026_Apr_nonQPP.csv,2026
0101T,,0101T|,0.00,C,XXX,Esw muscskel sys nos,PPRRVU2026_Apr_nonQPP.csv,2026
0102T,,0102T|,0.00,C,XXX,Esw phy anes lat hmrl epcndl,PPRRVU2026_Apr_nonQPP.csv,2026
0106T,,0106T|,0.00,C,XXX,Touch quant sensory test,PPRRVU2026_Apr_nonQPP.csv,2026
0107T,,0107T|,0.00,C,XXX,Vibrate quant sensory test,PPRRVU2026_Apr_nonQPP.csv,2026
0108T,,0108T|,0.00,C,XXX,Cool quant sensory test,PPRRVU2026_Apr_nonQPP.csv,2026
0109T,,0109T|,0.00,C,XXX,Heat quant sensory test,PPRRVU2026_Apr_nonQPP.csv,2026
0110T,,0110T|,0.00,C,XXX,Nos quant sensory test,PPRRVU2026_Apr_nonQPP.csv,2026
01112,,01112|,0.00,J,XXX,Anes bone marrow aspir&/bx,PPRRVU2026_Apr_nonQPP.csv,2026
01120,,01120|,0.00,J,XXX,Anes px on bony pelvis,PPRRVU2026_Apr_nonQPP.csv,2026
01130,,01130|,0.00,J,XXX,Anes body cast appl/revj,PPRRVU2026_Apr_nonQPP.csv,2026
01140,,01140|,0.00,J,XXX,Anes ntrplvabdmnl amputation,PPRRVU2026_Apr_nonQPP.csv,2026
01150,,01150|,0.00,J,XXX,Anes rad px tumor of pelvis,PPRRVU2026_Apr_nonQPP.csv,2026
01160,,01160|,0.00,J,XXX,Anes clsd px symph pub/si jt,PPRRVU2026_Apr_nonQPP.csv,2026
01170,,01170|,0.00,J,XXX,Anes opn px symph pub/si jt,PPRRVU2026_Apr_nonQPP.csv,2026
01173,,01173|,0.00,J,XXX,Anes opn rpr fx disrpj plvs,PPRRVU2026_Apr_nonQPP.csv,2026
01200,,01200|,0.00,J,XXX,Anes all closed px hip joint,PPRRVU2026_Apr_nonQPP.csv,2026
01202,,01202|,0.00,J,XXX,Anes arthroscopic px hip jt,PPRRVU2026_Apr_nonQPP.csv,2026
01210,,01210|,0.00,J,XXX,Anes open px hip joint nos,PPRRVU2026_Apr_nonQPP.csv,2026
01212,,01212|,0.00,J,XXX,Anes open px hip jt disrtcj,PPRRVU2026_Apr_nonQPP.csv,2026
01214,,01214|,0.00,J,XXX,Anes open px tot hip arthrp,PPRRVU2026_Apr_nonQPP.csv,2026
01215,,01215|,0.00,J,XXX,Anes opn revj tot hip arthrp,PPRRVU2026_Apr_nonQPP.csv,2026
01220,,01220|,0.00,J,XXX,Anes clsd px upper 2/3 femur,PPRRVU2026_Apr_nonQPP.csv,2026
01230,,01230|,0.00,J,XXX,Anes opn upper 2/3 femur nos,PPRRVU2026_Apr_nonQPP.csv,2026
01232,,01232|,0.00,J,XXX,Anes opn px upr 2/3 fem amp,PPRRVU2026_Apr_nonQPP.csv,2026
01234,,01234|,0.00,J,XXX,Anes opn upr 2/3 fem rad res,PPRRVU2026_Apr_nonQPP.csv,2026
01250,,01250|,0.00,J,XXX,Anes all px nrv musc upr leg,PPRRVU2026_Apr_nonQPP.csv,2026
01260,,01260|,0.00,J,XXX,Anes all px veins upper leg,PPRRVU2026_Apr_nonQPP.csv,2026
01270,,01270|,0.00,J,XXX,Anes px arteries upr leg nos,PPRRVU2026_Apr_nonQPP.csv,2026
01272,,01272|,0.00,J,XXX,Anes px art femoral art lig,PPRRVU2026_Apr_nonQPP.csv,2026
01274,,01274|,0.00,J,XXX,Anes px art fem art emblc,PPRRVU2026_Apr_nonQPP.csv,2026
01320,,01320|,0.00,J,XXX,Anes all px nrv msc kne&/pop,PPRRVU2026_Apr_nonQPP.csv,2026
01340,,01340|,0.00,J,XXX,Anes clsd px lower 1/3 femur,PPRRVU2026_Apr_nonQPP.csv,2026
01360,,01360|,0.00,J,XXX,Anes open px lower 1/3 femur,PPRRVU2026_Apr_nonQPP.csv,2026
01380,,01380|,0.00,J,XXX,Anes all clsd px knee joint,PPRRVU2026_Apr_nonQPP.csv,2026
01382,,01382|,0.00,J,XXX,Anes dx arthrs px knee jt,PPRRVU2026_Apr_nonQPP.csv,2026
01390,,01390|,0.00,J,XXX,Anes cls px upr tib fib&/pat,PPRRVU2026_Apr_nonQPP.csv,2026
01392,,01392|,0.00,J,XXX,Anes opn px upr tib fib&/pat,PPRRVU2026_Apr_nonQPP.csv,2026
01400,,01400|,0.00,J,XXX,Anes opn/arthrs knee jt nos,PPRRVU2026_Apr_nonQPP.csv,2026
01402,,01402|,0.00,J,XXX,Anes opn/arth tot kne arthrp,PPRRVU2026_Apr_nonQPP.csv,2026
01404,,01404|,0.00,J,XXX,Anes opn/arthrs disrtcj knee,PPRRVU2026_Apr_nonQPP.csv,2026
01420,,01420|,0.00,J,XXX,Anes cst appl rmv/rpr kne jt,PPRRVU2026_Apr_nonQPP.csv,2026
01430,,01430|,0.00,J,XXX,Anes px veins knee&pop nos,PPRRVU2026_Apr_nonQPP.csv,2026
01432,,01432|,0.00,J,XXX,Anes px vn knee&pop av fstl,PPRRVU2026_Apr_nonQPP.csv,2026
01440,,01440|,0.00,J,XXX,Anes px art knee&pop nos,PPRRVU2026_Apr_nonQPP.csv,2026
01442,,01442|,0.00,J,XXX,Anes px art knee&pop teaec,PPRRVU2026_Apr_nonQPP.csv,2026
01444,,01444|,0.00,J,XXX,Anes px art knee&pop exc&grf,PPRRVU2026_Apr_nonQPP.csv,2026
01462,,01462|,0.00,J,XXX,Anes clsd px lower l/a/f,PPRRVU2026_Apr_nonQPP.csv,2026
01464,,01464|,0.00,J,XXX,Anes arthrs px ankle&/foot,PPRRVU2026_Apr_nonQPP.csv,2026
01470,,01470|,0.00,J,XXX,Anes px nrv msc lw l/a/f nos,PPRRVU2026_Apr_nonQPP.csv,2026
01472,,01472|,0.00,J,XXX,Anes rpr rpt achilles tendon,PPRRVU2026_Apr_nonQPP.csv,2026
01474,,01474|,0.00,J,XXX,Anes gastrocnemius recession,PPRRVU2026_Apr_nonQPP.csv,2026
01480,,01480|,0.00,J,XXX,Anes open px lower l/a/f nos,PPRRVU2026_Apr_nonQPP.csv,2026
01482,,01482|,0.00,J,XXX,Anes opn lwr l/a/f rad rescj,PPRRVU2026_Apr_nonQPP.csv,2026
01484,,01484|,0.00,J,XXX,Anes opn lw l/a/f oste/ostpl,PPRRVU2026_Apr_nonQPP.csv,2026
01486,,01486|,0.00,J,XXX,Anes open total ankle rplcmt,PPRRVU2026_Apr_nonQPP.csv,2026
01490,,01490|,0.00,J,XXX,Anes lwr leg cst app rmv/rpr,PPRRVU2026_Apr_nonQPP.csv,2026
01500,,01500|,0.00,J,XXX,Anes px art lower leg nos,PPRRVU2026_Apr_nonQPP.csv,2026
01502,,01502|,0.00,J,XXX,Anes px art lower leg emblc,PPRRVU2026_Apr_nonQPP.csv,2026
01520,,01520|,0.00,J,XXX,Anes px veins lower leg nos,PPRRVU2026_Apr_nonQPP.csv,2026
01522,,01522|,0.00,J,XXX,Anes px vn lwr leg ven thrmb,PPRRVU2026_Apr_nonQPP.csv,2026
01610,,01610|,0.00,J,XXX,Anes all px nrv musc sho&ax,PPRRVU2026_Apr_nonQPP.csv,2026
01620,,01620|,0.00,J,XXX,Anes clsd px shoulder joint,PPRRVU2026_Apr_nonQPP.csv,2026
01622,,01622|,0.00,J,XXX,Anes dx arthr px shoulder jt,PPRRVU2026_Apr_nonQPP.csv,2026
01630,,01630|,0.00,J,XXX,Anes opn/arthr px sho jt nos,PPRRVU2026_Apr_nonQPP.csv,2026
01634,,01634|,0.00,J,XXX,Anes open/arthrs sho disrtcj,PPRRVU2026_Apr_nonQPP.csv,2026
01636,,01636|,0.00,J,XXX,Anes open/arthr ntrthrc amp,PPRRVU2026_Apr_nonQPP.csv,2026
01638,,01638|,0.00,J,XXX,Anes opn/arthr tot sho rplcm,PPRRVU2026_Apr_nonQPP.csv,2026
0164T,,0164T|,0.00,C,YYY,Remove lumb artif disc addl,PPRRVU2026_Apr_nonQPP.csv,2026
01650,,01650|,0.00,J,XXX,Anes art sho&ax nos,PPRRVU2026_Apr_nonQPP.csv,2026
01652,,01652|,0.00,J,XXX,Anes art sho&ax ax-brch arsm,PPRRVU2026_Apr_nonQPP.csv,2026
01654,,01654|,0.00,J,XXX,Anes art sho&ax bypass grf,PPRRVU2026_Apr_nonQPP.csv,2026
01656,,01656|,0.00,J,XXX,Anes art sho&ax ax-fem bpg,PPRRVU2026_Apr_nonQPP.csv,2026
0165T,,0165T|,0.00,C,YYY,Revise lumb artif disc addl,PPRRVU2026_Apr_nonQPP.csv,2026
